assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,weighted
/proj/naiss2024-6-73/Bianca/transcriptome/de_novo/trinity_de_novo/trinity.Trinity.fasta,294829,172,30742,198960839,674.71721,181,49300,100,42113,50.78253,261,506,1192,2212,4325,0.38236,0,0.0,245749002,53408756,0.21733,20550271,0.08362,32858485,0,108354224,0.5446,206808,0.70145,294829,1.0,294829,1.0,29094,0.09868,0.00655,0.01775,0.01,0.0
