"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Gene"
"gene-73253"	-9.65154015514032	8.22369444673889	71.6477450653242	1.26781153995956e-12	1.05365856093125e-08	"gene-73253"
"gene-350792"	-7.34499832559852	6.1693828301852	69.9446387062957	1.9887855057215e-12	1.05365856093125e-08	"gene-350792"
"gene-306335"	-6.58025818116255	8.03881921978002	61.8935742376883	1.80135754286637e-11	5.64618892140084e-08	"gene-306335"
"gene-288834"	-7.67008858258215	4.87177929431035	61.2978015817853	2.13144164643293e-11	5.64618892140084e-08	"gene-288834"
"gene-210098"	-3.67044240837136	4.67039748018588	59.8769808544405	3.19345928051012e-11	6.76757890725704e-08	"gene-210098"
"gene-279912"	1.99593709122038	6.87185406978874	55.9464558430817	9.99994454721027e-11	1.76599020703733e-07	"gene-279912"
"gene-131449"	-3.56120213753161	4.33668317455669	52.2597580508486	3.01292676646775e-10	4.56071028821318e-07	"gene-131449"
"gene-57300"	-5.33608464130271	4.22540067712632	51.4862815779213	3.81314627542618e-10	5.05051224180197e-07	"gene-57300"
"gene-132340"	-2.81407376626446	7.28692208959288	50.3978369939816	5.32507624910518e-10	6.26938977061317e-07	"gene-132340"
"gene-188072"	-2.94250800038681	5.8163674912964	45.7152035918869	2.31976663852847e-09	2.45802473018477e-06	"gene-188072"
"gene-206576"	-3.16810753591982	2.78116788706722	45.1669149957342	2.76659294616947e-09	2.66498353251015e-06	"gene-206576"
"gene-96237"	-3.20734874244579	4.52545628068913	43.3954669482462	4.91588101385854e-09	4.2145266972812e-06	"gene-96237"
"gene-131482"	-6.69339349553954	7.46768642701672	43.2410272288353	5.17071036850279e-09	4.2145266972812e-06	"gene-131482"
"gene-431436"	0.817253119795847	7.84219261253972	42.6190763135241	6.34225225456624e-09	4.62582006289585e-06	"gene-431436"
"gene-246732"	0.921208083179948	5.35192070318329	42.5219507383185	6.54844289764418e-09	4.62582006289585e-06	"gene-246732"
"gene-129750"	-4.25477696946668	3.24875353258735	42.2788886608446	7.09516045825619e-09	4.69877001348016e-06	"gene-129750"
"gene-32910"	-2.13711017783054	5.97038381869804	40.5537135827233	1.25982816865519e-08	7.68482169064083e-06	"gene-32910"
"gene-410057"	1.42798481682715	7.24110327247885	40.4476721064252	1.30546234835348e-08	7.68482169064083e-06	"gene-410057"
"gene-413846"	-6.26227529131649	5.08605878425891	39.9742156999868	1.53087789161453e-08	8.37353251780471e-06	"gene-413846"
"gene-222600"	-7.370400463695	6.90581941546354	39.8796247956632	1.58050821400617e-08	8.37353251780471e-06	"gene-222600"
"gene-299231"	-4.28166609321824	2.95877886148804	38.8376936514218	2.2501861407457e-08	1.13537963558769e-05	"gene-299231"
"gene-337600"	-8.39205065396874	6.72711342462623	38.1971149706607	2.80074247681594e-08	1.34893942201553e-05	"gene-337600"
"gene-154029"	-3.4301339449553	2.28579647265563	37.7631240599371	3.25082466906923e-08	1.43297271593772e-05	"gene-154029"
"gene-410227"	-3.18938633040552	0.761130890545546	37.7580729506856	3.25647949701235e-08	1.43297271593772e-05	"gene-410227"
"gene-146645"	-2.71781380625964	2.08063650942277	37.6491344207017	3.3809284539867e-08	1.43297271593772e-05	"gene-146645"
"gene-223746"	-7.55179316583287	6.91513756781738	37.2961519433283	3.81878308307976e-08	1.5427106124356e-05	"gene-223746"
"gene-351443"	0.917246152451927	7.70469652643889	37.1923481012265	3.95832674613029e-08	1.5427106124356e-05	"gene-351443"
"gene-358125"	-4.03929830302594	3.94794074092701	37.0099053334628	4.21641237113967e-08	1.5427106124356e-05	"gene-358125"
"gene-222332"	-7.25924058227895	6.27290267228246	37.0059353374139	4.22221666295135e-08	1.5427106124356e-05	"gene-222332"
"gene-258951"	-0.753353258317451	5.71368382980337	35.9316521448039	6.13806808943257e-08	2.03195969708609e-05	"gene-258951"
"gene-321078"	1.11007788353168	6.59315565505977	35.9165114768822	6.17068877262897e-08	2.03195969708609e-05	"gene-321078"
"gene-34034"	-1.50838557088115	5.56312499488714	35.8906156430898	6.22689488691406e-08	2.03195969708609e-05	"gene-34034"
"gene-241126"	-6.83121552497262	5.24170099161781	35.8444967628283	6.32830030236324e-08	2.03195969708609e-05	"gene-241126"
"gene-240929"	-6.65538006973377	4.16741120889111	35.6374643664566	6.80485035808089e-08	2.12071159983015e-05	"gene-240929"
"gene-222365"	-6.73486388733493	4.55153876921023	35.5456455244582	7.02785411064298e-08	2.12763263303923e-05	"gene-222365"
"gene-99805"	-5.61298521994819	2.68525618611857	35.3014815084588	7.65812319457393e-08	2.25404092693626e-05	"gene-99805"
"gene-387251"	0.582250318857986	8.18081030891855	35.0740925697838	8.29732062895527e-08	2.37617322660568e-05	"gene-387251"
"gene-390956"	-6.60945618004691	5.20536784348029	34.5180794782266	1.01016084982568e-07	2.73706349667718e-05	"gene-390956"
"gene-240871"	-6.64647885368431	4.84173720760875	34.5084934814528	1.01360282534275e-07	2.73706349667718e-05	"gene-240871"
"gene-384303"	-7.27188277750628	6.55475830582952	34.3849178761366	1.05906859532316e-07	2.73706349667718e-05	"gene-384303"
"gene-353013"	1.45005964212471	6.38689194225903	34.3849004444823	1.05907515443341e-07	2.73706349667718e-05	"gene-353013"
"gene-226944"	-3.70499961408474	2.32370720655496	34.2271218426376	1.12018721049609e-07	2.82607230533727e-05	"gene-226944"
"gene-222531"	-6.36055566654412	3.78550305254423	34.0679263252253	1.18552601885346e-07	2.92135667343518e-05	"gene-222531"
"gene-301823"	2.14079362667366	5.73608400195978	33.5987336616453	1.4018347803931e-07	3.37587303023758e-05	"gene-301823"
"gene-5528"	1.35736527043286	9.61110622532761	33.4366769438491	1.48564242455274e-07	3.46500068061728e-05	"gene-5528"
"gene-179068"	-3.70357905193499	5.09771699587283	33.4019764429018	1.50424718109093e-07	3.46500068061728e-05	"gene-179068"
"gene-252158"	-4.37399568875261	1.55971332006705	33.2397738040577	1.59443987344195e-07	3.59461380829594e-05	"gene-252158"
"gene-120763"	-5.93145672167987	10.0810575626411	32.9212043810346	1.78810806553487e-07	3.88194689403082e-05	"gene-120763"
"gene-64146"	-3.39160183809317	6.7441395870107	32.9102804094574	1.79516230471414e-07	3.88194689403082e-05	"gene-64146"
"gene-244065"	1.40275866068176	6.06193226389088	32.6779876330963	1.95213051536648e-07	4.13695498816464e-05	"gene-244065"
"gene-68519"	-5.16970049055749	3.09713840291966	32.3862138041102	2.16947544527233e-07	4.50740427805993e-05	"gene-68519"
"gene-164068"	1.87548152020177	9.7767745082705	32.1503958122282	2.36322812157537e-07	4.81553176465628e-05	"gene-164068"
"gene-223722"	-6.76521495621259	5.77447388632848	31.8515300722606	2.6346009732893e-07	5.26721356848556e-05	"gene-223722"
"gene-223734"	-7.60725800364253	7.34010176250873	31.6472478689585	2.83834278728228e-07	5.51619551839156e-05	"gene-223734"
"gene-224896"	-5.73619919012417	4.39301362229756	31.5804829405662	2.90838621084284e-07	5.51619551839156e-05	"gene-224896"
"gene-222383"	-6.16661696284257	5.19772433536085	31.4711406962238	3.02695766590814e-07	5.51619551839156e-05	"gene-222383"
"gene-168004"	0.724347050271139	6.66595077877803	31.4420341532883	3.05935034608907e-07	5.51619551839156e-05	"gene-168004"
"gene-414302"	-1.57991714626185	7.86787409222283	31.4375025252722	3.06442554874403e-07	5.51619551839156e-05	"gene-414302"
"gene-225709"	-5.93839628492659	4.21173065629312	31.431203703257	3.07149429582014e-07	5.51619551839156e-05	"gene-225709"
"gene-222486"	-6.03083188161105	5.19314568023168	31.3718585075827	3.13892168685853e-07	5.54333569899217e-05	"gene-222486"
"gene-244041"	0.950511220986054	8.31508234731151	31.1772939650668	3.37084718456393e-07	5.85532733895728e-05	"gene-244041"
"gene-272846"	1.35009953001299	7.00342592808621	31.063050170885	3.51516400448168e-07	5.97108941186561e-05	"gene-272846"
"gene-245448"	0.802522404622513	6.8131071762657	31.009088579759	3.58552315021744e-07	5.97108941186561e-05	"gene-245448"
"gene-280163"	-1.78059471721943	5.65810955100694	30.9931754078813	3.60654702113438e-07	5.97108941186561e-05	"gene-280163"
"gene-89828"	-2.12592072531126	2.76568068487355	30.8019316577657	3.86935034309865e-07	6.30763634391897e-05	"gene-89828"
"gene-315114"	-2.26603520953294	2.5420539609594	30.6352854394501	4.1143768325912e-07	6.60544498759641e-05	"gene-315114"
"gene-252747"	-2.295615975651	4.42882349310663	30.2337181224326	4.77251672648998e-07	7.44695753129841e-05	"gene-252747"
"gene-77561"	0.839563218574848	8.96541186877753	30.2299971281473	4.77909694345312e-07	7.44695753129841e-05	"gene-77561"
"gene-104583"	-3.57819395885557	2.74432983027176	30.0671054377946	5.07648570818228e-07	7.79571631360862e-05	"gene-104583"
"gene-115031"	-1.97147484024715	4.76082046181524	29.5905229820712	6.06067962929355e-07	9.05542288912107e-05	"gene-115031"
"gene-100256"	1.38469538047968	6.75486158212572	29.5874107244983	6.06771446892786e-07	9.05542288912107e-05	"gene-100256"
"gene-222350"	-5.15676522068901	2.69567929821053	29.4577236156512	6.36844103700255e-07	9.29743102120723e-05	"gene-222350"
"gene-332918"	-3.30133445855254	4.34573148282654	29.4422358619456	6.4053648975852e-07	9.29743102120723e-05	"gene-332918"
"gene-247825"	-0.844668135480458	5.68965973959428	29.3328082173646	6.67259608338232e-07	9.49827235528854e-05	"gene-247825"
"gene-225030"	-4.1958884037188	6.16540155438815	29.3126690596555	6.72301270900944e-07	9.49827235528854e-05	"gene-225030"
"gene-281639"	-1.44423455213883	1.84424559145537	29.2072134127733	6.99347804695954e-07	9.73574371410612e-05	"gene-281639"
"gene-222519"	-5.62527035325763	2.98357948120655	29.1763010163431	7.07486094739686e-07	9.73574371410612e-05	"gene-222519"
"gene-150180"	-2.79699267253764	3.2791414830829	28.8198766942664	8.08668011046331e-07	0.000109329441609628	"gene-150180"
"gene-204771"	-1.20627771771896	5.11530263965802	28.764096816756	8.258000772167e-07	0.000109329441609628	"gene-204771"
"gene-76019"	1.02929997672904	7.1785432450594	28.739963363823	8.33327552239123e-07	0.000109329441609628	"gene-76019"
"gene-224227"	-5.2096579587091	3.3694942557083	28.7322211579073	8.35757339597946e-07	0.000109329441609628	"gene-224227"
"gene-215727"	1.65703000336717	6.43144202561606	28.5894028487997	8.81908836821385e-07	0.000113582375347448	"gene-215727"
"gene-323148"	-6.07014949664588	3.80818301418023	28.5660312092528	8.89707168161399e-07	0.000113582375347448	"gene-323148"
"gene-179842"	1.56772250202539	4.44413627412817	28.4178315055159	9.40834201723473e-07	0.000118679514303118	"gene-179842"
"gene-224968"	-4.62996455663869	3.28628287397467	27.9662112240648	1.11607819167406e-06	0.000139128994340922	"gene-224968"
"gene-240910"	-5.3194130103665	4.14135740316951	27.8806741690042	1.15288113440795e-06	0.000140963627296485	"gene-240910"
"gene-153963"	-3.52877389228331	5.75213979005771	27.8703600318031	1.15740237587714e-06	0.000140963627296485	"gene-153963"
"gene-211258"	3.84971002804013	5.83479062435274	27.6704214620133	1.24874085799632e-06	0.000150359751492376	"gene-211258"
"gene-179544"	1.35940492209189	5.9452427145667	27.4721015245475	1.34667423892932e-06	0.000160329890288708	"gene-179544"
"gene-228465"	1.21559034204394	6.74200327221228	27.441973548649	1.36222855146182e-06	0.000160379708125438	"gene-228465"
"gene-326849"	-6.0661579278731	4.39308317156029	27.3149943806202	1.42984156148651e-06	0.000164786007831588	"gene-326849"
"gene-129873"	0.914262833537598	8.76025091926499	27.3133158314725	1.43075808989298e-06	0.000164786007831588	"gene-129873"
"gene-356607"	-3.54167208608605	5.90864708620111	27.2608888360705	1.4596906033292e-06	0.000164911665729631	"gene-356607"
"gene-17229"	1.01237701394355	7.36364995890718	27.2550027207174	1.46297627204466e-06	0.000164911665729631	"gene-17229"
"gene-221543"	-5.63908961271842	2.54438359436852	27.1666302047686	1.51323066683211e-06	0.000168780969955295	"gene-221543"
"gene-3950"	-3.60898618443837	2.37322615797301	27.0160585616604	1.60298208120012e-06	0.000176929147212464	"gene-3950"
"gene-69775"	-3.03082158121629	3.79565495629113	26.8251139001526	1.72472583504868e-06	0.000187851477378676	"gene-69775"
"gene-66448"	-1.34761915537082	5.15345442841972	26.8060438067077	1.73739569489527e-06	0.000187851477378676	"gene-66448"
"gene-28730"	0.518920608151101	6.16510538884454	26.7666252001787	1.76388898585286e-06	0.000188789572667646	"gene-28730"
"gene-431701"	-4.83872151367569	3.44720504146437	26.7290407423363	1.78953641059565e-06	0.000189619278066715	"gene-431701"
"gene-162992"	-1.05727473961556	3.44777713001801	26.6543231415224	1.84166822029645e-06	0.000193211054081793	"gene-162992"
"gene-222430"	-5.90767661712791	3.79950124235234	26.6133941408864	1.87088450824943e-06	0.000194351884798146	"gene-222430"
"gene-341214"	-1.31127423131773	7.29595750033165	26.4706337453657	1.97657457608144e-06	0.000203337710758825	"gene-341214"
"gene-411002"	-7.27784524334769	3.11590552511202	26.3717607508674	2.05335538786135e-06	0.000209205323940181	"gene-411002"
"gene-224357"	-4.94488478705128	5.00768975597556	26.3371447577009	2.08095595816383e-06	0.00020999818412099	"gene-224357"
"gene-206556"	-2.42246422683338	5.73733078525294	26.2354832807524	2.16424051814099e-06	0.00021308109568684	"gene-206556"
"gene-280046"	-4.38449955016946	3.66680094117096	26.226946335252	2.17138844938583e-06	0.00021308109568684	"gene-280046"
"gene-329989"	-4.1869785655305	2.49678511989397	26.2264145676186	2.17183449737436e-06	0.00021308109568684	"gene-329989"
"gene-218834"	1.00458119117622	6.82655748505876	26.091747440993	2.28788260790922e-06	0.000222407377187212	"gene-218834"
"gene-122060"	-3.45237425335675	1.95842206746014	25.9523001499314	2.41478359979895e-06	0.000232609518395179	"gene-122060"
"gene-89304"	-1.20695958995018	5.22281119470949	25.7214678474196	2.64098168055214e-06	0.000250378238321216	"gene-89304"
"gene-144104"	0.969187318316344	6.58078998111535	25.7160893385893	2.64650459531675e-06	0.000250378238321216	"gene-144104"
"gene-309583"	-0.83437562339895	5.18880836567714	25.6920828241179	2.67130083257412e-06	0.000250487642672172	"gene-309583"
"gene-224201"	-4.81210509815266	3.18852256694893	25.647596490076	2.71788405610922e-06	0.000252620170688888	"gene-224201"
"gene-4047"	-1.72962336572583	4.97141118174547	25.3961842048898	2.99731119125555e-06	0.000276169646804728	"gene-4047"
"gene-232248"	0.754554981666461	6.68769268836064	25.3163728718905	3.09206402838562e-06	0.000282444055558396	"gene-232248"
"gene-312890"	1.29775434824687	4.54358955569736	25.2424399512979	3.18258642336188e-06	0.000288228083264466	"gene-312890"
"gene-329971"	-4.29659205005131	0.74105809912949	25.2012648191205	3.23417777523876e-06	0.000290418200901949	"gene-329971"
"gene-329082"	-1.14393286541585	4.83413633361966	25.154423119799	3.29391618597857e-06	0.00029329694039184	"gene-329082"
"gene-26356"	-1.81302923089637	5.51329611223398	25.0953666076945	3.37085316662908e-06	0.000297646334613348	"gene-26356"
"gene-414434"	-2.43246948178915	4.69442300593033	25.0318282681091	3.45569526621059e-06	0.000302616091246012	"gene-414434"
"gene-375820"	-2.48676511747953	2.707551908979	25.0027288050938	3.49528167712148e-06	0.000303404197518554	"gene-375820"
"gene-188199"	1.49157292524377	8.38793159900655	24.9833065247946	3.5219626552267e-06	0.000303404197518554	"gene-188199"
"gene-240983"	-4.83634404021055	2.60317046471838	24.9242241054941	3.60442099208878e-06	0.000307421743808589	"gene-240983"
"gene-152989"	1.08302060336886	7.12972648434805	24.9085521326733	3.62662495055433e-06	0.000307421743808589	"gene-152989"
