"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Gene"
"gene-237342"	-12.2775823384432	3.9842185471681	178.771513568474	1.71343837269782e-13	1.81401720517518e-09	"gene-237342"
"gene-41508"	-10.611025177988	6.31627562828308	88.5695418600474	1.29554660287995e-11	6.85797594234502e-08	"gene-41508"
"gene-92145"	-12.9232318413439	4.48005244558424	106.573267146633	6.39065743898703e-11	2.25526301021852e-07	"gene-92145"
"gene-157744"	-11.931773378626	3.28987786373667	102.591296447486	9.6817627391465e-11	2.5625205529836e-07	"gene-157744"
"gene-136450"	-4.38716180481818	5.55980099186959	74.3961439136347	1.33656268189911e-10	2.61000459658911e-07	"gene-136450"
"gene-372264"	-7.90723964421165	3.44833566485779	92.3072482611766	1.47917517517093e-10	2.61000459658911e-07	"gene-372264"
"gene-39831"	-10.9854198975181	4.67319627917255	89.7181153057276	2.03336419041646e-10	3.07531809770559e-07	"gene-39831"
"gene-6405"	-12.4558360410889	3.86216569257835	79.6640620420121	3.14531343336042e-10	4.16242916487335e-07	"gene-6405"
"gene-122800"	-10.7570833942634	2.29113612825419	86.9135569707891	5.69098461585902e-10	5.69201620779867e-07	"gene-122800"
"gene-26944"	-7.4871076010789	7.35033911063301	66.3568074140664	5.75117902215791e-10	5.69201620779867e-07	"gene-26944"
"gene-44107"	-6.64567920825899	5.4140761236955	66.2087418637804	5.91406236760039e-10	5.69201620779867e-07	"gene-44107"
"gene-33981"	-11.9110784567963	6.60075530333887	78.0076439519426	9.41696128180845e-10	7.60673442817126e-07	"gene-33981"
"gene-53281"	-11.3713704546137	3.20280175526177	82.585512071026	9.69316368310089e-10	7.60673442817126e-07	"gene-53281"
"gene-333573"	3.46840506806703	3.48731409403579	63.124418264608	1.06801642074347e-09	7.60673442817126e-07	"gene-333573"
"gene-136337"	-12.4150833264639	3.68443444581026	81.7437908176836	1.07774644774317e-09	7.60673442817126e-07	"gene-136337"
"gene-8100"	-8.02239002284512	4.26677190074768	67.1083168880858	1.39314309804733e-09	9.21825373689195e-07	"gene-8100"
