"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Gene"
"gene-372264"	-11.1098100927108	2.98687000889392	435.638202893528	2.38701622231432e-14	2.52617926807525e-10	"gene-372264"
"gene-33981"	-13.258194646547	6.97062574825177	303.913679823919	8.54511697650096e-14	4.52164864811549e-10	"gene-33981"
"gene-41508"	-11.9162197561622	6.40098754431432	210.167421208527	3.08995426304739e-13	1.09003286552769e-09	"gene-41508"
"gene-198922"	-12.1854008854637	4.53253569690329	286.834653183069	9.60604275153117e-13	2.35697201491829e-09	"gene-198922"
"gene-156891"	-8.83961139538325	5.21160909027999	165.792470063676	1.11356515870655e-12	2.35697201491829e-09	"gene-156891"
"gene-372068"	-9.71298455757938	2.24437564853872	274.987656291714	1.38866236729382e-12	2.44936897217842e-09	"gene-372068"
"gene-340320"	-10.2699161115476	2.57875600212174	256.466780522922	2.5484915995236e-12	3.85295522825118e-09	"gene-340320"
"gene-227053"	-12.2719468679604	4.99352362769847	249.567690937205	3.22916561270179e-12	4.27178245990288e-09	"gene-227053"
"gene-44107"	-6.96628505758832	5.63783686298652	143.550337490478	5.45592651077711e-12	6.41556336261712e-09	"gene-44107"
"gene-178966"	-9.0699822066991	4.1063873319164	141.558935380573	6.35420729998175e-12	6.72465758557069e-09	"gene-178966"
"gene-122791"	-10.9801423202069	3.45141438922041	222.235153892804	8.79613067247835e-12	8.15187596415227e-09	"gene-122791"
"gene-177267"	-11.7738199179442	4.26660158983956	218.183546380105	1.03037703554936e-11	8.15187596415227e-09	"gene-177267"
"gene-218523"	-11.6795681613418	4.08763983836802	216.028981540822	1.12205569475486e-11	8.15187596415227e-09	"gene-218523"
"gene-362876"	-11.2461827798411	3.46582976964209	215.424483014956	1.14937526805923e-11	8.15187596415227e-09	"gene-362876"
"gene-92145"	-10.6693981797027	4.76047382016219	181.176056439552	1.15542038611248e-11	8.15187596415227e-09	"gene-92145"
"gene-213719"	-10.9352895319843	5.15845656464311	179.024173068327	1.29086516582338e-11	8.53826628119301e-09	"gene-213719"
"gene-39831"	-11.8571918833813	4.81625436325977	201.765485380836	2.01394244060931e-11	1.25373840288049e-08	"gene-39831"
"gene-290343"	-11.7619991302439	4.52151013894143	198.567194234382	2.30820619829314e-11	1.31967773104654e-08	"gene-290343"
"gene-7352"	-8.0593553294954	3.87785794697906	125.020899944676	2.43006504641431e-11	1.31967773104654e-08	"gene-7352"
"gene-20646"	-9.49813478170902	1.92319021951173	196.77280419024	2.49395772663051e-11	1.31967773104654e-08	"gene-20646"
"gene-118220"	-10.6499935643615	5.11515571917268	134.23795034387	3.24718578073463e-11	1.63642700559593e-08	"gene-118220"
"gene-116614"	-8.24821201633921	4.26427978964256	113.586702085478	6.72125313993748e-11	3.18538888847866e-08	"gene-116614"
"gene-181301"	-8.89257062972041	2.66840145677294	124.486313398569	6.92279546773214e-11	3.18538888847866e-08	"gene-181301"
"gene-26944"	-6.29831693607489	7.27873333430631	112.484256503106	7.44683792211458e-11	3.1946002915954e-08	"gene-26944"
"gene-237342"	-8.80009701450275	4.26441814257248	147.697501328577	7.54653758762968e-11	3.1946002915954e-08	"gene-237342"
"gene-157744"	-10.4312514494877	3.39034024512712	171.83233323427	7.86467458034289e-11	3.20122504168342e-08	"gene-157744"
"gene-122800"	-9.79542498691399	2.63672672733561	168.512322402704	9.26805777725663e-11	3.63273538728544e-08	"gene-122800"
"gene-242461"	-10.3824573382525	2.64195780376202	164.9600136257	1.10843320272466e-10	4.06696257350582e-08	"gene-242461"
"gene-142374"	-9.41453151304381	1.97716399490623	164.214606134573	1.15135764809882e-10	4.06696257350582e-08	"gene-142374"
"gene-50706"	-10.0903624973783	2.69762680845914	164.188803844427	1.15287609567395e-10	4.06696257350582e-08	"gene-50706"
"gene-38873"	-10.2170910341662	2.56640421817385	161.238449951985	1.3420653439661e-10	4.45578876678458e-08	"gene-38873"
"gene-6405"	-11.2921369264174	4.09283349580827	161.163431588881	1.34730455010022e-10	4.45578876678458e-08	"gene-6405"
"gene-133409"	-10.2397712270512	4.3041474380962	113.927244470312	1.66674486840179e-10	5.34520028554428e-08	"gene-133409"
"gene-181289"	-11.2829464503435	3.46614721615489	153.001477363787	2.07943231796026e-10	6.3961616320387e-08	"gene-181289"
"gene-252984"	-10.5535399644407	4.82266671295029	131.750433805953	2.11533267619158e-10	6.3961616320387e-08	"gene-252984"
"gene-53281"	-9.39017862448856	3.47154426157412	129.368023798948	2.49047001169262e-10	7.32129003715083e-08	"gene-53281"
"gene-198745"	-9.59555143621801	3.33255736583301	106.844668021296	3.12447329259638e-10	8.93683806906689e-08	"gene-198745"
"gene-105556"	-8.00041597438783	1.48059098873393	106.525770858836	3.21672758246556e-10	8.95858631716657e-08	"gene-105556"
"gene-145478"	-7.4715613374675	3.10441079445515	96.9605176161205	3.46827299898032e-10	9.35709214700428e-08	"gene-145478"
"gene-236062"	-4.76472014253555	4.57482004665469	96.7529555122916	3.54499586901885e-10	9.35709214700428e-08	"gene-236062"
"gene-383831"	-10.1027448694083	2.90269233967862	143.091309621808	3.6250664086476e-10	9.35709214700428e-08	"gene-383831"
"gene-79518"	-8.6332284517179	5.40222311037598	96.2402503775644	3.74246817878756e-10	9.43012874669256e-08	"gene-79518"
"gene-222600"	7.13186269627431	6.97107063118473	95.2158401900481	4.17348368147712e-10	1.02716227444354e-07	"gene-222600"
"gene-26135"	-7.41313357037623	3.92363804321037	94.7092727850686	4.40614531236802e-10	1.0556127413346e-07	"gene-26135"
"gene-253843"	-10.0481446321379	4.23983555753774	102.930184583383	4.48857350090306e-10	1.0556127413346e-07	"gene-253843"
"gene-34357"	-7.85313737798827	2.49771809320796	120.477399288833	4.69126484638811e-10	1.07929686672446e-07	"gene-34357"
"gene-385611"	-9.06534931828682	4.79654560025419	93.6479670276904	4.94022433158464e-10	1.10119661382026e-07	"gene-385611"
"gene-29112"	-9.39092431032286	1.87119683511194	137.640923699377	4.99456084884933e-10	1.10119661382026e-07	"gene-29112"
"gene-334058"	-8.38493444912705	4.38694361095538	93.225380808974	5.17196875686363e-10	1.10189534066487e-07	"gene-334058"
"gene-228543"	-9.22951608871549	3.92197517898845	101.362489850509	5.20596872656557e-10	1.10189534066487e-07	"gene-228543"
"gene-170101"	-9.31551473570138	3.15481498116464	100.316648507769	5.75327815866707e-10	1.19386162261125e-07	"gene-170101"
