"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0046034","ATP metabolic process",111,61,18.46,"1.5e-13"
"2","GO:0009167","purine ribonucleoside monophosphate meta...",113,61,18.79,"8.9e-13"
"3","GO:0006120","mitochondrial electron transport, NADH t...",31,22,5.16,"2.6e-11"
"4","GO:0002181","cytoplasmic translation",112,45,18.63,"1.8e-09"
"5","GO:0009168","purine ribonucleoside monophosphate bios...",41,23,6.82,"9.2e-09"
"6","GO:0032543","mitochondrial translation",94,35,15.63,"1.0e-06"
"7","GO:0015985","energy coupled proton transport, down el...",19,12,3.16,"6.7e-06"
"8","GO:0006551","leucine metabolic process",5,5,0.83,"0.00013"
"9","GO:0006099","tricarboxylic acid cycle",34,15,5.65,"0.00015"
"10","GO:0006101","citrate metabolic process",34,15,5.65,"0.00015"
"11","GO:0006122","mitochondrial electron transport, ubiqui...",12,8,2,"0.00015"
"12","GO:0016999","antibiotic metabolic process",55,20,9.15,"0.00031"
"13","GO:0015986","proton motive force-driven ATP synthesis",19,12,3.16,"0.00034"
"14","GO:0006754","ATP biosynthetic process",36,21,5.99,"0.00059"
"15","GO:0006123","mitochondrial electron transport, cytoch...",11,7,1.83,"0.00061"
"16","GO:0007591","molting cycle, chitin-based cuticle",66,22,10.98,"0.00065"
"17","GO:0006096","glycolytic process",14,8,2.33,"0.00066"
"18","GO:0034637","cellular carbohydrate biosynthetic proce...",14,8,2.33,"0.00066"
"19","GO:0009166","nucleotide catabolic process",15,8,2.49,"0.00122"
"20","GO:0042866","pyruvate biosynthetic process",12,7,2,"0.00126"
"21","GO:0006839","mitochondrial transport",87,26,14.47,"0.00141"
"22","GO:0006734","NADH metabolic process",7,5,1.16,"0.00197"
"23","GO:0019359","nicotinamide nucleotide biosynthetic pro...",16,8,2.66,"0.00208"
"24","GO:0006081","cellular aldehyde metabolic process",10,6,1.66,"0.00239"
"25","GO:0007005","mitochondrion organization",142,37,23.62,"0.00260"
"26","GO:0009063","cellular amino acid catabolic process",23,12,3.83,"0.00269"
"27","GO:0042335","cuticle development",139,36,23.12,"0.00329"
"28","GO:0006084","acetyl-CoA metabolic process",5,4,0.83,"0.00330"
"29","GO:0009068","aspartate family amino acid catabolic pr...",5,4,0.83,"0.00330"
"30","GO:0006531","aspartate metabolic process",5,4,0.83,"0.00330"
"31","GO:0006790","sulfur compound metabolic process",99,30,16.46,"0.00440"
"32","GO:0042136","neurotransmitter biosynthetic process",11,6,1.83,"0.00452"
"33","GO:0019674","NAD metabolic process",11,6,1.83,"0.00452"
"34","GO:0045454","cell redox homeostasis",11,6,1.83,"0.00452"
"35","GO:0016556","mRNA modification",8,5,1.33,"0.00453"
"36","GO:0006007","glucose catabolic process",3,3,0.5,"0.00459"
"37","GO:0042776","proton motive force-driven mitochondrial...",3,3,0.5,"0.00459"
"38","GO:0000305","response to oxygen radical",3,3,0.5,"0.00459"
"39","GO:0006564","L-serine biosynthetic process",3,3,0.5,"0.00459"
"40","GO:0006545","glycine biosynthetic process",3,3,0.5,"0.00459"
"41","GO:0006546","glycine catabolic process",3,3,0.5,"0.00459"
"42","GO:0051298","centrosome duplication",29,11,4.82,"0.00482"
"43","GO:0017004","cytochrome complex assembly",18,8,2.99,"0.00519"
"44","GO:0006022","aminoglycan metabolic process",46,15,7.65,"0.00574"
"45","GO:0098869","cellular oxidant detoxification",26,10,4.32,"0.00635"
"46","GO:0007224","smoothened signaling pathway",51,16,8.48,"0.00670"
"47","GO:0007568","aging",155,38,25.78,"0.00696"
"48","GO:0007498","mesoderm development",69,20,11.48,"0.00701"
"49","GO:0016310","phosphorylation",492,107,81.82,"0.00707"
"50","GO:0009152","purine ribonucleotide biosynthetic proce...",84,36,13.97,"0.00762"
"51","GO:0033875","ribonucleoside bisphosphate metabolic pr...",40,16,6.65,"0.00815"
"52","GO:0034032","purine nucleoside bisphosphate metabolic...",40,16,6.65,"0.00815"
"53","GO:0051146","striated muscle cell differentiation",98,26,16.3,"0.00830"
"54","GO:0042133","neurotransmitter metabolic process",17,10,2.83,"0.00845"
"55","GO:0032528","microvillus organization",6,4,1,"0.00860"
"56","GO:0006144","purine nucleobase metabolic process",6,4,1,"0.00860"
"57","GO:0015980","energy derivation by oxidation of organi...",143,68,23.78,"0.00983"
"58","GO:0005996","monosaccharide metabolic process",43,16,7.15,"0.00991"
"59","GO:0040003","chitin-based cuticle development",90,24,14.97,"0.01026"
"60","GO:0098534","centriole assembly",24,9,3.99,"0.01143"
"61","GO:0008535","respiratory chain complex IV assembly",13,6,2.16,"0.01243"
"62","GO:1990542","mitochondrial transmembrane transport",41,13,6.82,"0.01264"
"63","GO:0044282","small molecule catabolic process",81,31,13.47,"0.01302"
"64","GO:0010259","multicellular organism aging",151,36,25.11,"0.01327"
"65","GO:0008589","regulation of smoothened signaling pathw...",37,12,6.15,"0.01351"
"66","GO:0007099","centriole replication",21,8,3.49,"0.01520"
"67","GO:0033692","cellular polysaccharide biosynthetic pro...",10,5,1.66,"0.01524"
"68","GO:0000271","polysaccharide biosynthetic process",10,5,1.66,"0.01524"
"69","GO:0046677","response to antibiotic",60,17,9.98,"0.01562"
"70","GO:0046496","nicotinamide nucleotide metabolic proces...",26,14,4.32,"0.01571"
"71","GO:0019362","pyridine nucleotide metabolic process",26,14,4.32,"0.01571"
"72","GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",4,3,0.67,"0.01607"
"73","GO:0016486","peptide hormone processing",4,3,0.67,"0.01607"
"74","GO:0140448","signaling receptor ligand precursor proc...",4,3,0.67,"0.01607"
"75","GO:0070127","tRNA aminoacylation for mitochondrial pr...",4,3,0.67,"0.01607"
"76","GO:0006695","cholesterol biosynthetic process",4,3,0.67,"0.01607"
"77","GO:0046653","tetrahydrofolate metabolic process",4,3,0.67,"0.01607"
"78","GO:0030202","heparin metabolic process",4,3,0.67,"0.01607"
"79","GO:0008340","determination of adult lifespan",148,35,24.61,"0.01636"
"80","GO:0048619","embryonic hindgut morphogenesis",38,12,6.32,"0.01684"
"81","GO:0006040","amino sugar metabolic process",38,12,6.32,"0.01684"
"82","GO:0043650","dicarboxylic acid biosynthetic process",7,4,1.16,"0.01743"
"83","GO:0046113","nucleobase catabolic process",7,4,1.16,"0.01743"
"84","GO:0033500","carbohydrate homeostasis",34,11,5.65,"0.01804"
"85","GO:0045216","cell-cell junction organization",75,20,12.47,"0.01815"
"86","GO:0034404","nucleobase-containing small molecule bio...",30,10,4.99,"0.01914"
"87","GO:1901568","fatty acid derivative metabolic process",30,10,4.99,"0.01914"
"88","GO:0042593","glucose homeostasis",26,9,4.32,"0.02002"
"89","GO:0033108","mitochondrial respiratory chain complex ...",22,8,3.66,"0.02049"
"90","GO:0045879","negative regulation of smoothened signal...",22,8,3.66,"0.02049"
"91","GO:0022404","molting cycle process",39,12,6.49,"0.02075"
"92","GO:1901071","glucosamine-containing compound metaboli...",35,11,5.82,"0.02248"
"93","GO:0072002","Malpighian tubule development",44,13,7.32,"0.02307"
"94","GO:0061326","renal tubule development",44,13,7.32,"0.02307"
"95","GO:0009744","response to sucrose",11,5,1.83,"0.02417"
"96","GO:0042810","pheromone metabolic process",11,5,1.83,"0.02417"
"97","GO:0042811","pheromone biosynthetic process",11,5,1.83,"0.02417"
"98","GO:0044264","cellular polysaccharide metabolic proces...",31,10,5.16,"0.02417"
"99","GO:0003007","heart morphogenesis",31,10,5.16,"0.02417"
"100","GO:0005976","polysaccharide metabolic process",31,10,5.16,"0.02417"
"101","GO:0001655","urogenital system development",49,14,8.15,"0.02502"
"102","GO:0072001","renal system development",49,14,8.15,"0.02502"
"103","GO:0006949","syncytium formation",40,12,6.65,"0.02530"
"104","GO:0140253","cell-cell fusion",40,12,6.65,"0.02530"
"105","GO:0000768","syncytium formation by plasma membrane f...",40,12,6.65,"0.02530"
"106","GO:0007520","myoblast fusion",40,12,6.65,"0.02530"
"107","GO:0006026","aminoglycan catabolic process",27,9,4.49,"0.02573"
