geneID,sig_DE
gene-324122,1
gene-225158,1
gene-426041,1
gene-199491,1
gene-237494,1
gene-237342,1
gene-126138,1
gene-48523,1
gene-248072,1
gene-164684,1
gene-240860,1
gene-40003,1
gene-222332,1
gene-193392,0
gene-31203,0
gene-198922,0
gene-285792,0
gene-163988,0
gene-125470,0
gene-40814,0
gene-300888,0
gene-89397,0
gene-39079,0
gene-355067,0
gene-285316,0
gene-303012,0
gene-396148,0
gene-326347,0
gene-157744,0
gene-259401,0
gene-31907,0
gene-179836,0
gene-249784,0
gene-41289,0
gene-279676,0
gene-79002,0
gene-177267,0
gene-259706,0
gene-141624,0
gene-304002,0
gene-17915,0
gene-145538,0
gene-147885,0
gene-22771,0
gene-285922,0
gene-331515,0
gene-21552,0
gene-308117,0
gene-183629,0
gene-39698,0
gene-95842,0
gene-241985,0
gene-187157,0
gene-46811,0
gene-26135,0
gene-50706,0
gene-133498,0
gene-185593,0
gene-152552,0
gene-53026,0
gene-92883,0
gene-328642,0
gene-277647,0
gene-51064,0
gene-27654,0
gene-348472,0
gene-132117,0
gene-38083,0
gene-199539,0
gene-327631,0
gene-156891,0
gene-41369,0
gene-302737,0
gene-333573,0
gene-190490,0
gene-306260,0
gene-187747,0
gene-163028,0
gene-99832,0
gene-399571,0
gene-377626,0
gene-404655,0
gene-213663,0
gene-189745,0
gene-275883,0
gene-90918,0
gene-126153,0
gene-79630,0
gene-185524,0
gene-29902,0
gene-280993,0
gene-145387,0
gene-114185,0
gene-184749,0
gene-186909,0
gene-166071,0
gene-358511,0
gene-33226,0
gene-299548,0
gene-271599,0
gene-334636,0
gene-908,0
gene-18874,0
gene-60444,0
gene-131635,0
gene-360840,0
gene-329863,0
gene-340742,0
gene-10049,0
gene-67362,0
gene-194412,0
gene-160999,0
gene-170101,0
gene-175431,0
gene-80079,0
gene-151619,0
gene-116474,0
gene-270837,0
gene-9388,0
gene-295673,0
gene-233784,0
gene-286539,0
gene-59359,0
gene-153074,0
gene-430140,0
gene-238229,0
gene-287217,0
gene-97398,0
gene-176614,0
gene-233537,0
gene-32615,0
gene-76361,0
gene-422274,0
gene-214212,0
gene-64072,0
gene-164026,0
gene-41383,0
gene-119278,0
gene-272210,0
gene-179514,0
gene-78265,0
gene-400657,0
gene-181319,0
gene-153056,0
gene-121573,0
gene-78601,0
gene-27484,0
gene-32245,0
gene-225876,0
gene-363160,0
gene-335727,0
gene-76715,0
gene-356770,0
