geneID,sig_DE
gene-392159,1
gene-237881,1
gene-225738,1
gene-241126,1
gene-225107,1
gene-224782,1
gene-395143,1
gene-326909,1
gene-222383,1
gene-326825,1
gene-390956,1
gene-241055,1
gene-221953,1
gene-224845,1
gene-219019,1
gene-428738,1
gene-240623,1
gene-283443,1
gene-240871,1
gene-407253,1
gene-225236,1
gene-84949,1
gene-406468,1
gene-326810,1
gene-395080,1
gene-237318,1
gene-218086,1
gene-326873,1
gene-391198,1
gene-225629,1
gene-225635,1
gene-322927,1
gene-224277,1
gene-224860,1
gene-428756,1
gene-327441,1
gene-430314,1
gene-392186,1
gene-224307,1
gene-403818,1
gene-224968,1
gene-222555,1
gene-224743,1
gene-84970,1
gene-322912,1
gene-403583,1
gene-226245,1
gene-224896,1
gene-224201,1
gene-90157,1
gene-392248,1
gene-214979,1
gene-240691,1
gene-391222,1
gene-225720,1
gene-222519,1
gene-231925,1
gene-430263,1
gene-390637,1
gene-240833,1
gene-430068,1
gene-240935,1
gene-222600,1
gene-403652,1
gene-224593,1
gene-225325,1
gene-220544,1
gene-80466,1
gene-222531,1
gene-81572,1
gene-403851,1
gene-406796,1
gene-80359,1
gene-222501,1
gene-81599,1
gene-89234,1
gene-260693,1
gene-81427,1
gene-220028,1
gene-428747,1
gene-240983,1
gene-243308,1
gene-220249,1
gene-222344,1
gene-241001,1
gene-390678,1
gene-224227,1
gene-403902,1
gene-430080,1
gene-222350,1
gene-224682,1
gene-224614,1
gene-80484,1
gene-240910,1
gene-428765,1
gene-88715,1
gene-225140,1
gene-222430,1
gene-390616,1
gene-224956,1
gene-225173,1
gene-225030,1
gene-392290,1
gene-222332,1
gene-224250,1
gene-240929,1
gene-241108,1
gene-224875,1
gene-224357,1
gene-234575,1
gene-222486,1
gene-239553,1
gene-117712,1
gene-224697,1
gene-81640,1
gene-430044,1
gene-225709,1
gene-431701,1
gene-326849,1
gene-120952,1
gene-323803,1
gene-403700,1
gene-81551,1
gene-323148,1
gene-392224,1
gene-430032,1
gene-403809,1
gene-403706,1
gene-222365,1
gene-328764,1
gene-185248,0
gene-237342,0
gene-133498,0
gene-40165,0
gene-117724,0
gene-428287,0
gene-368072,0
gene-58400,0
gene-326368,0
gene-118887,0
gene-179774,0
gene-421566,0
gene-149303,0
gene-326439,0
gene-229117,0
gene-221101,0
gene-244566,0
gene-181562,0
gene-391306,0
gene-180400,0
gene-330250,0
gene-120121,0
gene-326430,0
gene-391282,0
gene-324122,0
gene-323919,0
gene-92640,0
gene-243159,0
gene-237378,0
gene-81675,0
gene-333008,0
gene-269058,0
gene-124766,0
gene-131338,0
gene-215608,0
gene-261982,0
gene-217258,0
gene-303243,0
gene-53269,0
gene-83830,0
yTor-all,0
gene-346500,0
gene-374892,0
gene-223758,0
gene-88092,0
gene-227137,0
gene-223419,0
gene-302994,0
gene-62772,0
gene-118985,0
gene-81750,0
gene-223491,0
gene-87700,0
gene-333750,0
gene-221469,0
gene-81418,0
gene-371230,0
gene-210277,0
gene-158197,0
gene-76019,0
gene-224890,0
gene-57335,0
gene-407735,0
gene-266887,0
gene-400426,0
gene-240638,0
gene-263597,0
gene-87554,0
gene-125849,0
gene-88458,0
gene-73160,0
gene-227071,0
gene-266875,0
gene-406519,0
gene-218813,0
gene-129852,0
gene-241506,0
gene-57617,0
gene-286732,0
gene-323550,0
gene-226254,0
gene-81458,0
gene-241268,0
gene-24347,0
gene-272192,0
gene-401486,0
gene-241262,0
gene-283696,0
gene-223285,0
gene-223554,0
gene-161821,0
gene-2286,0
gene-241193,0
gene-233901,0
gene-425122,0
gene-153689,0
gene-244661,0
gene-31110,0
gene-7268,0
gene-85294,0
gene-358397,0
gene-65889,0
gene-263588,0
gene-224369,0
gene-5731,0
gene-240860,0
gene-225355,0
gene-378262,0
gene-212020,0
gene-166391,0
gene-26634,0
gene-350813,0
gene-224079,0
gene-77109,0
gene-313589,0
gene-241841,0
gene-211847,0
gene-294364,0
gene-5187,0
gene-238320,0
gene-336088,0
gene-73885,0
gene-130081,0
gene-229515,0
gene-229506,0
gene-250269,0
gene-39545,0
gene-241328,0
gene-240397,0
gene-406603,0
gene-224028,0
gene-70385,0
gene-301479,0
gene-89057,0
gene-238849,0
gene-417051,0
gene-115312,0
gene-88032,0
gene-65163,0
gene-39680,0
gene-90428,0
gene-125638,0
gene-227370,0
gene-217443,0
gene-217099,0
gene-59093,0
gene-429522,0
gene-215103,0
gene-48714,0
gene-268146,0
gene-130096,0
gene-246615,0
gene-361221,0
gene-221504,0
gene-218529,0
gene-421549,0
gene-335551,0
gene-218301,0
gene-326329,0
gene-406510,0
g14784,0
gene-127740,0
gene-398993,0
gene-188501,0
gene-262046,0
gene-119161,0
gene-30328,0
gene-370323,0
gene-220055,0
gene-410993,0
gene-60429,0
gene-239506,0
gene-90524,0
gene-347681,0
gene-125210,0
gene-399223,0
gene-100036,0
gene-58495,0
gene-120660,0
gene-221012,0
gene-166814,0
gene-263126,0
gene-414353,0
g5814,0
gene-62927,0
gene-227308,0
gene-230270,0
gene-39770,0
gene-89798,0
gene-334677,0
gene-370562,0
gene-227284,0
gene-210286,0
gene-161848,0
gene-2467,0
gene-39533,0
gene-264249,0
gene-87487,0
gene-81581,0
gene-124377,0
gene-262796,0
gene-425532,0
gene-346228,0
gene-234256,0
gene-424750,0
gene-120964,0
gene-71572,0
gene-120832,0
gene-288356,0
gene-289849,0
gene-231854,0
gene-223773,0
gene-417093,0
gene-125867,0
gene-370842,0
gene-62891,0
g11957,0
gene-179860,0
gene-327787,0
gene-331896,0
gene-371957,0
gene-222159,0
gene-223318,0
gene-283197,0
gene-95461,0
gene-53501,0
gene-370643,0
gene-370595,0
gene-72046,0
gene-64470,0
gene-290138,0
gene-288413,0
gene-266345,0
gene-237857,0
gene-149137,0
gene-143368,0
gene-82722,0
gene-225158,0
gene-77835,0
gene-130632,0
gene-223791,0
gene-407714,0
gene-414838,0
gene-426056,0
gene-83083,0
gene-219157,0
gene-90190,0
gene-330102,0
gene-124877,0
gene-57689,0
gene-240602,0
gene-84577,0
gene-288660,0
gene-375015,0
gene-370487,0
gene-391847,0
gene-232048,0
gene-80415,0
gene-271117,0
gene-124680,0
gene-78574,0
gene-75424,0
gene-324340,0
gene-395158,0
gene-392536,0
gene-152204,0
gene-119684,0
gene-203445,0
gene-55887,0
gene-38977,0
gene-271655,0
gene-408949,0
gene-81476,0
gene-421265,0
gene-222737,0
gene-77588,0
gene-392350,0
gene-263313,0
gene-331395,0
gene-204669,0
gene-118620,0
gene-236155,0
gene-6017,0
gene-55557,0
gene-407355,0
gene-81518,0
gene-397251,0
gene-268137,0
gene-431030,0
gene-311581,0
gene-64491,0
gene-272401,0
gene-124865,0
gene-370967,0
gene-39692,0
gene-127773,0
g11517,0
gene-215430,0
gene-120070,0
gene-223088,0
gene-242691,0
gene-377275,0
gene-280630,0
gene-67440,0
gene-351784,0
gene-286545,0
gene-399203,0
gene-69775,0
gene-250391,0
gene-403878,0
gene-336688,0
gene-68612,0
gene-73754,0
gene-73288,0
gene-277078,0
gene-122220,0
gene-77070,0
gene-68558,0
gene-215313,0
gene-241682,0
gene-266297,0
gene-68813,0
gene-372264,0
gene-127607,0
gene-76284,0
gene-231604,0
gene-223599,0
gene-243630,0
g1591,0
