"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0009167","purine ribonucleoside monophosphate meta...",113,70,22.02,"3.6e-15"
"2","GO:0046034","ATP metabolic process",111,67,21.63,"5.2e-15"
"3","GO:0006120","mitochondrial electron transport, NADH t...",31,26,6.04,"1.7e-14"
"4","GO:0032543","mitochondrial translation",94,49,18.32,"1.0e-12"
"5","GO:0006839","mitochondrial transport",87,49,16.96,"4.3e-10"
"6","GO:0009168","purine ribonucleoside monophosphate bios...",41,26,7.99,"8.1e-10"
"7","GO:0042866","pyruvate biosynthetic process",12,12,2.34,"2.9e-09"
"8","GO:0006099","tricarboxylic acid cycle",34,22,6.63,"9.7e-09"
"9","GO:0006101","citrate metabolic process",34,22,6.63,"9.7e-09"
"10","GO:0006754","ATP biosynthetic process",36,22,7.02,"4.5e-08"
"11","GO:0016999","antibiotic metabolic process",55,27,10.72,"6.7e-07"
"12","GO:0009166","nucleotide catabolic process",15,12,2.92,"7.2e-07"
"13","GO:1990542","mitochondrial transmembrane transport",41,26,7.99,"1.2e-06"
"14","GO:0019359","nicotinamide nucleotide biosynthetic pro...",16,12,3.12,"2.4e-06"
"15","GO:0034404","nucleobase-containing small molecule bio...",30,17,5.85,"6.8e-06"
"16","GO:0006096","glycolytic process",14,12,2.73,"1.5e-05"
"17","GO:0007006","mitochondrial membrane organization",19,12,3.7,"3.7e-05"
"18","GO:0030150","protein import into mitochondrial matrix",16,10,3.12,"0.00019"
"19","GO:0071329","cellular response to sucrose stimulus",5,5,0.97,"0.00028"
"20","GO:0006551","leucine metabolic process",5,5,0.97,"0.00028"
"21","GO:0003341","cilium movement",39,21,7.6,"0.00029"
"22","GO:0006418","tRNA aminoacylation for protein translat...",43,18,8.38,"0.00061"
"23","GO:0060271","cilium assembly",70,28,13.64,"0.00092"
"24","GO:0051156","glucose 6-phosphate metabolic process",8,6,1.56,"0.00106"
"25","GO:0030317","flagellated sperm motility",25,12,4.87,"0.00118"
"26","GO:0009631","cold acclimation",16,9,3.12,"0.00119"
"27","GO:0061077","chaperone-mediated protein folding",35,15,6.82,"0.00129"
"28","GO:1902600","proton transmembrane transport",75,26,14.62,"0.00136"
