"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0030317","flagellated sperm motility",26,7,0.82,"1.1e-05"
"2","GO:0046034","ATP metabolic process",111,13,3.51,"4.0e-05"
"3","GO:0035082","axoneme assembly",25,8,0.79,"4.4e-05"
"4","GO:0009167","purine ribonucleoside monophosphate meta...",113,13,3.57,"4.9e-05"
"5","GO:0050982","detection of mechanical stimulus",16,5,0.51,"9.8e-05"
"6","GO:0007618","mating",78,10,2.46,"0.00015"
"7","GO:0006123","mitochondrial electron transport, cytoch...",11,4,0.35,"0.00027"
"8","GO:0060271","cilium assembly",69,15,2.18,"0.00031"
"9","GO:0018094","protein polyglycylation",12,4,0.38,"0.00039"
"10","GO:0003341","cilium movement",40,11,1.26,"0.00066"
"11","GO:0006730","one-carbon metabolic process",8,3,0.25,"0.00154"
"12","GO:1902600","proton transmembrane transport",74,8,2.34,"0.00215"
"13","GO:0060179","male mating behavior",45,6,1.42,"0.00267"
"14","GO:0019343","cysteine biosynthetic process via cystat...",3,2,0.09,"0.00292"
"15","GO:0019346","transsulfuration",3,2,0.09,"0.00292"
"16","GO:0071266","'de novo' L-methionine biosynthetic proc...",3,2,0.09,"0.00292"
"17","GO:0003407","neural retina development",3,2,0.09,"0.00292"
"18","GO:0001580","detection of chemical stimulus involved ...",3,2,0.09,"0.00292"
"19","GO:0006651","diacylglycerol biosynthetic process",3,2,0.09,"0.00292"
"20","GO:0007054","spindle assembly involved in male meiosi...",3,2,0.09,"0.00292"
"21","GO:0008377","light-induced release of internally sequ...",3,2,0.09,"0.00292"
"22","GO:0007605","sensory perception of sound",46,6,1.45,"0.00299"
"23","GO:0070286","axonemal dynein complex assembly",11,3,0.35,"0.00424"
"24","GO:0043052","thermotaxis",11,3,0.35,"0.00424"
"25","GO:0033108","mitochondrial respiratory chain complex ...",22,4,0.7,"0.00451"
"26","GO:0035092","sperm DNA condensation",4,2,0.13,"0.00571"
"27","GO:0046693","sperm storage",13,3,0.41,"0.00702"
"28","GO:0051606","detection of stimulus",79,13,2.5,"0.00937"
"29","GO:0009132","nucleoside diphosphate metabolic process",27,4,0.85,"0.00957"
"30","GO:0009142","nucleoside triphosphate biosynthetic pro...",43,5,1.36,"0.01083"
"31","GO:0001539","cilium or flagellum-dependent cell motil...",32,9,1.01,"0.01279"
"32","GO:0060285","cilium-dependent cell motility",32,9,1.01,"0.01279"
"33","GO:1905515","non-motile cilium assembly",16,3,0.51,"0.01282"
"34","GO:0007291","sperm individualization",45,5,1.42,"0.01307"
"35","GO:0043153","entrainment of circadian clock by photop...",6,2,0.19,"0.01369"
"36","GO:0006750","glutathione biosynthetic process",6,2,0.19,"0.01369"
"37","GO:0050832","defense response to fungus",47,5,1.49,"0.01561"
"38","GO:0019646","aerobic electron transport chain",60,9,1.9,"0.01700"
"39","GO:0072525","pyridine-containing compound biosyntheti...",18,3,0.57,"0.01784"
"40","GO:0045333","cellular respiration",119,12,3.76,"0.01818"
"41","GO:0071260","cellular response to mechanical stimulus",7,2,0.22,"0.01878"
"42","GO:0007200","phospholipase C-activating G protein-cou...",7,2,0.22,"0.01878"
"43","GO:0019184","nonribosomal peptide biosynthetic proces...",7,2,0.22,"0.01878"
"44","GO:0009648","photoperiodism",7,2,0.22,"0.01878"
"45","GO:0050906","detection of stimulus involved in sensor...",37,6,1.17,"0.02058"
"46","GO:0042773","ATP synthesis coupled electron transport",64,9,2.02,"0.02318"
"47","GO:0042775","mitochondrial ATP synthesis coupled elec...",64,9,2.02,"0.02318"
