geneID,sig_DE
gene-158197,1
gene-372264,1
gene-130096,1
gene-143368,1
gene-149137,1
gene-204669,1
gene-39545,1
gene-406603,1
gene-130081,1
gene-115312,1
gene-398993,1
gene-122220,1
gene-100036,1
gene-227137,1
gene-414353,1
gene-277078,1
gene-166391,1
gene-246615,1
gene-371957,1
gene-304890,0
gene-64119,0
gene-252936,0
gene-347435,0
gene-406501,0
gene-285765,0
gene-8658,0
gene-92883,0
gene-273137,0
gene-329863,0
gene-22821,0
gene-275720,0
gene-180400,0
gene-133498,0
gene-53224,0
gene-181301,0
gene-107455,0
gene-333573,0
gene-362876,0
gene-206319,0
gene-285922,0
gene-157744,0
gene-517,0
gene-259706,0
gene-247244,0
gene-223270,0
gene-419692,0
gene-295673,0
gene-145538,0
gene-44392,0
gene-181562,0
gene-141719,0
gene-280707,0
gene-334058,0
gene-7154,0
gene-21537,0
gene-160317,0
gene-86720,0
gene-7080,0
gene-69960,0
gene-99820,0
gene-33226,0
gene-259401,0
gene-187157,0
gene-153056,0
gene-236062,0
gene-253843,0
gene-176614,0
gene-243159,0
gene-47360,0
gene-145387,0
gene-114203,0
gene-104386,0
gene-183342,0
gene-402450,0
gene-262696,0
gene-336035,0
gene-336052,0
gene-39831,0
gene-145478,0
gene-26108,0
gene-162742,0
gene-306977,0
gene-77298,0
gene-73653,0
gene-206715,0
gene-398573,0
gene-170302,0
gene-198946,0
gene-351643,0
gene-58286,0
gene-334636,0
gene-78783,0
gene-327631,0
gene-69862,0
gene-246645,0
gene-398558,0
gene-396148,0
gene-418586,0
gene-218723,0
gene-206855,0
gene-419122,0
gene-13249,0
gene-415190,0
gene-285316,0
gene-280698,0
gene-302907,0
gene-29082,0
gene-352199,0
gene-122800,0
gene-399798,0
gene-163088,0
gene-321850,0
gene-357693,0
gene-50706,0
gene-166071,0
gene-57448,0
gene-275883,0
gene-168981,0
gene-399571,0
gene-255416,0
gene-246959,0
gene-20646,0
gene-353876,0
gene-14813,0
gene-218286,0
gene-148324,0
gene-372053,0
gene-188322,0
gene-226923,0
gene-108545,0
gene-20981,0
gene-116474,0
gene-334325,0
gene-177267,0
gene-39091,0
gene-77414,0
gene-233537,0
gene-172875,0
gene-221519,0
gene-348484,0
gene-290633,0
gene-39079,0
gene-15837,0
gene-391752,0
gene-79536,0
gene-160999,0
gene-162836,0
gene-218523,0
gene-187248,0
gene-210469,0
gene-377608,0
gene-330657,0
gene-7352,0
gene-347420,0
gene-53242,0
gene-89251,0
gene-185155,0
gene-79518,0
gene-10198,0
gene-75362,0
gene-293139,0
gene-99384,0
gene-134255,0
gene-430128,0
gene-357898,0
gene-197725,0
gene-131605,0
gene-37517,0
gene-34402,0
gene-105556,0
gene-164684,0
gene-326347,0
gene-197659,0
gene-107443,0
gene-274084,0
gene-78601,0
gene-272210,0
gene-31907,0
gene-131635,0
gene-17915,0
gene-83189,0
gene-304002,0
gene-99832,0
gene-240376,0
gene-67362,0
gene-426390,0
gene-206297,0
gene-287098,0
gene-175431,0
gene-97398,0
gene-66244,0
gene-79002,0
gene-429776,0
g14715,0
gene-430140,0
gene-390753,0
gene-232153,0
gene-242461,0
gene-170744,0
gene-199548,0
gene-252984,0
gene-179836,0
gene-433,0
gene-179514,0
gene-59359,0
gene-229595,0
gene-335727,0
gene-141624,0
gene-178966,0
gene-33981,0
gene-322589,0
gene-377626,0
gene-32615,0
gene-371805,0
gene-291587,0
gene-376728,0
gene-126153,0
gene-26944,0
gene-355708,0
gene-348108,0
gene-186344,0
gene-213719,0
gene-133409,0
gene-229684,0
gene-258523,0
gene-21271,0
gene-80194,0
gene-20302,0
gene-7712,0
gene-6978,0
gene-76715,0
gene-92106,0
gene-144476,0
gene-26135,0
gene-10049,0
gene-385611,0
gene-104957,0
gene-194202,0
gene-364777,0
gene-173646,0
gene-6405,0
gene-46835,0
gene-350745,0
gene-58400,0
gene-27654,0
gene-108266,0
gene-16026,0
gene-275482,0
gene-92640,0
gene-275101,0
gene-29112,0
gene-147885,0
gene-335283,0
gene-286572,0
gene-14822,0
gene-63754,0
gene-38873,0
gene-409357,0
gene-218211,0
gene-22771,0
gene-214212,0
gene-42287,0
gene-249793,0
gene-270171,0
gene-77495,0
gene-432055,0
gene-252900,0
gene-244823,0
gene-291622,0
gene-377320,0
gene-331515,0
gene-262574,0
gene-101771,0
gene-229699,0
gene-64689,0
gene-179774,0
gene-226935,0
gene-280975,0
gene-419623,0
gene-398804,0
gene-38083,0
gene-38816,0
gene-27908,0
gene-340320,0
gene-112469,0
gene-190490,0
gene-408081,0
gene-396247,0
gene-125470,0
gene-205721,0
gene-122764,0
gene-244566,0
gene-172229,0
gene-287828,0
gene-156645,0
gene-244768,0
gene-407292,0
gene-218923,0
gene-402284,0
gene-116614,0
gene-285738,0
gene-8715,0
gene-7331,0
gene-273241,0
gene-238229,0
gene-359383,0
gene-199239,0
gene-93344,0
gene-146304,0
gene-124353,0
gene-285657,0
gene-147790,0
gene-92145,0
gene-198928,0
gene-108560,0
gene-210389,0
gene-248416,0
gene-296201,0
gene-534,0
gene-341425,0
gene-343084,0
gene-183933,0
gene-39728,0
gene-194412,0
gene-114715,0
gene-185524,0
gene-136420,0
gene-45765,0
gene-175843,0
gene-296096,0
gene-375932,0
gene-429680,0
gene-357595,0
gene-88323,0
gene-259741,0
gene-143831,0
gene-199539,0
gene-281940,0
gene-421620,0
gene-340742,0
gene-367041,0
gene-164026,0
gene-130853,0
gene-32245,0
gene-106824,0
gene-290343,0
gene-280686,0
gene-218159,0
gene-41508,0
gene-227403,0
gene-362278,0
gene-227053,0
gene-184622,0
gene-166529,0
gene-200848,0
gene-214179,0
gene-398654,0
gene-249966,0
gene-16181,0
gene-193392,0
gene-378680,0
gene-187747,0
gene-53281,0
gene-61479,0
gene-9388,0
gene-291112,0
gene-294684,0
gene-372068,0
gene-183629,0
gene-421051,0
gene-194467,0
gene-242872,0
gene-359591,0
gene-272736,0
gene-194476,0
gene-213663,0
gene-8100,0
gene-79356,0
gene-259165,0
gene-213608,0
gene-238220,0
gene-68203,0
gene-355067,0
gene-168880,0
gene-363459,0
gene-356770,0
gene-417506,0
gene-211303,0
gene-113124,0
gene-121573,0
gene-226987,0
gene-122791,0
gene-228543,0
gene-105121,0
gene-308117,0
gene-324122,0
gene-198922,0
gene-340338,0
gene-29902,0
gene-119257,0
gene-305439,0
gene-277647,0
gene-51064,0
gene-372216,0
gene-237342,0
gene-27484,0
gene-183526,0
gene-78265,0
gene-168137,0
gene-193446,0
gene-219248,0
gene-301715,0
gene-364225,0
gene-255049,0
gene-39560,0
gene-290739,0
gene-383831,0
gene-409369,0
gene-24483,0
gene-18874,0
gene-386052,0
gene-189724,0
gene-401576,0
gene-207324,0
gene-251998,0
gene-336721,0
gene-9379,0
gene-174508,0
gene-171856,0
gene-115518,0
gene-177979,0
gene-198760,0
gene-46583,0
gene-56700,0
gene-357269,0
gene-306260,0
gene-185248,0
gene-122433,0
gene-303219,0
gene-356255,0
gene-181289,0
gene-144820,0
gene-181319,0
gene-348880,0
gene-104966,0
gene-156891,0
gene-277340,0
gene-8990,0
gene-341956,0
gene-142374,0
gene-340712,0
gene-191915,0
gene-198745,0
gene-340805,0
gene-69348,0
gene-31263,0
gene-343203,0
gene-114074,0
gene-233799,0
gene-273987,0
gene-34357,0
gene-199491,0
gene-170101,0
gene-286539,0
gene-249148,0
gene-55294,0
gene-118220,0
gene-404655,0
gene-167337,0
gene-300876,0
