"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0009063","cellular amino acid catabolic process",22,7,0.84,"1.1e-05"
"2","GO:0045824","negative regulation of innate immune res...",15,5,0.57,"0.00017"
"3","GO:0009068","aspartate family amino acid catabolic pr...",5,3,0.19,"0.00052"
"4","GO:0046693","sperm storage",12,4,0.46,"0.00080"
"5","GO:0006091","generation of precursor metabolites and ...",181,16,6.9,"0.00136"
"6","GO:1901606","alpha-amino acid catabolic process",22,7,0.84,"0.00314"
"7","GO:0006164","purine nucleotide biosynthetic process",88,11,3.35,"0.00415"
"8","GO:0006545","glycine biosynthetic process",3,2,0.11,"0.00423"
"9","GO:0106074","aminoacyl-tRNA metabolism involved in tr...",3,2,0.11,"0.00423"
"10","GO:0015697","quaternary ammonium group transport",3,2,0.11,"0.00423"
"11","GO:0006576","cellular biogenic amine metabolic proces...",29,5,1.11,"0.00431"
"12","GO:0045924","regulation of female receptivity",19,4,0.72,"0.00506"
"13","GO:0019432","triglyceride biosynthetic process",10,3,0.38,"0.00537"
"14","GO:0005975","carbohydrate metabolic process",123,11,4.69,"0.00690"
"15","GO:0042811","pheromone biosynthetic process",11,3,0.42,"0.00718"
"16","GO:0046653","tetrahydrofolate metabolic process",4,2,0.15,"0.00824"
"17","GO:0009074","aromatic amino acid family catabolic pro...",4,2,0.15,"0.00824"
"18","GO:1990001","inhibition of cysteine-type endopeptidas...",4,2,0.15,"0.00824"
"19","GO:0006432","phenylalanyl-tRNA aminoacylation",4,2,0.15,"0.00824"
"20","GO:0006167","AMP biosynthetic process",4,2,0.15,"0.00824"
"21","GO:0097222","mitochondrial mRNA polyadenylation",4,2,0.15,"0.00824"
"22","GO:0045475","locomotor rhythm",48,6,1.83,"0.00919"
"23","GO:0030728","ovulation",12,3,0.46,"0.00930"
"24","GO:0046034","ATP metabolic process",111,10,4.23,"0.00935"
"25","GO:0009152","purine ribonucleotide biosynthetic proce...",84,10,3.2,"0.01017"
"26","GO:0006754","ATP biosynthetic process",36,5,1.37,"0.01103"
"27","GO:0046008","regulation of female receptivity, post-m...",13,3,0.5,"0.01176"
"28","GO:0007521","muscle cell fate determination",5,2,0.19,"0.01340"
"29","GO:0006568","tryptophan metabolic process",5,2,0.19,"0.01340"
"30","GO:0006586","indolalkylamine metabolic process",5,2,0.19,"0.01340"
"31","GO:0015936","coenzyme A metabolic process",5,2,0.19,"0.01340"
"32","GO:0015937","coenzyme A biosynthetic process",5,2,0.19,"0.01340"
"33","GO:0044528","regulation of mitochondrial mRNA stabili...",5,2,0.19,"0.01340"
"34","GO:0071324","cellular response to disaccharide stimul...",5,2,0.19,"0.01340"
"35","GO:0071329","cellular response to sucrose stimulus",5,2,0.19,"0.01340"
"36","GO:0009145","purine nucleoside triphosphate biosynthe...",38,5,1.45,"0.01381"
"37","GO:0009206","purine ribonucleoside triphosphate biosy...",38,5,1.45,"0.01381"
"38","GO:0019362","pyridine nucleotide metabolic process",25,4,0.95,"0.01382"
"39","GO:0046496","nicotinamide nucleotide metabolic proces...",25,4,0.95,"0.01382"
"40","GO:0009260","ribonucleotide biosynthetic process",89,10,3.39,"0.01439"
"41","GO:0046390","ribose phosphate biosynthetic process",89,10,3.39,"0.01439"
"42","GO:0009201","ribonucleoside triphosphate biosynthetic...",39,5,1.49,"0.01536"
"43","GO:0006607","NLS-bearing protein import into nucleus",15,3,0.57,"0.01769"
"44","GO:0009253","peptidoglycan catabolic process",6,2,0.23,"0.01959"
"45","GO:0000270","peptidoglycan metabolic process",6,2,0.23,"0.01959"
"46","GO:1903580","positive regulation of ATP metabolic pro...",6,2,0.23,"0.01959"
"47","GO:0015980","energy derivation by oxidation of organi...",143,11,5.45,"0.01998"
"48","GO:0006606","protein import into nucleus",57,6,2.17,"0.02051"
"49","GO:0051170","import into nucleus",57,6,2.17,"0.02051"
"50","GO:0042306","regulation of protein import into nucleu...",16,3,0.61,"0.02117"
"51","GO:0042133","neurotransmitter metabolic process",16,3,0.61,"0.02117"
"52","GO:1904589","regulation of protein import",16,3,0.61,"0.02117"
"53","GO:0009167","purine ribonucleoside monophosphate meta...",113,11,4.31,"0.02144"
"54","GO:0009126","purine nucleoside monophosphate metaboli...",113,11,4.31,"0.02144"
"55","GO:0009142","nucleoside triphosphate biosynthetic pro...",43,5,1.64,"0.02273"
"56","GO:0045197","establishment or maintenance of epitheli...",29,4,1.11,"0.02306"
"57","GO:0046822","regulation of nucleocytoplasmic transpor...",29,4,1.11,"0.02306"
"58","GO:0042675","compound eye cone cell differentiation",17,3,0.65,"0.02500"
"59","GO:0072524","pyridine-containing compound metabolic p...",30,4,1.14,"0.02583"
"60","GO:0032543","mitochondrial translation",94,8,3.58,"0.02617"
