"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0035082","axoneme assembly",24,6,0.62,"2.5e-05"
"2","GO:0030317","flagellated sperm motility",25,6,0.65,"3.2e-05"
"3","GO:0046034","ATP metabolic process",110,11,2.85,"0.00011"
"4","GO:0009167","purine ribonucleoside monophosphate meta...",112,11,2.9,"0.00013"
"5","GO:0050982","detection of mechanical stimulus",15,4,0.39,"0.00047"
"6","GO:0060271","cilium assembly",69,13,1.79,"0.00099"
"7","GO:0006165","nucleoside diphosphate phosphorylation",20,4,0.52,"0.00152"
"8","GO:0033108","mitochondrial respiratory chain complex ...",21,4,0.54,"0.00183"
"9","GO:0003407","neural retina development",3,2,0.08,"0.00197"
"10","GO:0071266","'de novo' L-methionine biosynthetic proc...",3,2,0.08,"0.00197"
"11","GO:0019343","cysteine biosynthetic process via cystat...",3,2,0.08,"0.00197"
"12","GO:0019346","transsulfuration",3,2,0.08,"0.00197"
"13","GO:0006123","mitochondrial electron transport, cytoch...",11,3,0.28,"0.00241"
"14","GO:0007618","mating",77,7,1.99,"0.00358"
"15","GO:0035092","sperm DNA condensation",4,2,0.1,"0.00387"
"16","GO:0007291","sperm individualization",44,5,1.14,"0.00524"
"17","GO:0060179","male mating behavior",45,5,1.17,"0.00578"
"18","GO:0018200","peptidyl-glutamic acid modification",16,3,0.41,"0.00745"
"19","GO:1905515","non-motile cilium assembly",16,3,0.41,"0.00745"
"20","GO:0019646","aerobic electron transport chain",60,8,1.55,"0.00768"
"21","GO:0007293","germarium-derived egg chamber formation",90,7,2.33,"0.00843"
"22","GO:0060285","cilium-dependent cell motility",31,8,0.8,"0.00867"
"23","GO:0007600","sensory perception",145,11,3.76,"0.00890"
"24","GO:0034220","ion transmembrane transport",324,16,8.39,"0.00920"
"25","GO:0006750","glutathione biosynthetic process",6,2,0.16,"0.00934"
"26","GO:0050912","detection of chemical stimulus involved ...",6,2,0.16,"0.00934"
"27","GO:0050913","sensory perception of bitter taste",6,2,0.16,"0.00934"
"28","GO:0072525","pyridine-containing compound biosyntheti...",18,3,0.47,"0.01045"
"29","GO:0042773","ATP synthesis coupled electron transport",64,8,1.66,"0.01066"
"30","GO:0042775","mitochondrial ATP synthesis coupled elec...",64,8,1.66,"0.01066"
"31","GO:1902600","proton transmembrane transport",73,6,1.89,"0.01116"
"32","GO:0071260","cellular response to mechanical stimulus",7,2,0.18,"0.01285"
"33","GO:0008049","male courtship behavior",38,4,0.98,"0.01611"
"34","GO:0006730","one-carbon metabolic process",8,2,0.21,"0.01685"
"35","GO:0034728","nucleosome organization",39,4,1.01,"0.01760"
"36","GO:0050954","sensory perception of mechanical stimulu...",60,5,1.55,"0.01898"
"37","GO:0043486","histone exchange",23,3,0.6,"0.02064"
"38","GO:0050974","detection of mechanical stimulus involve...",9,2,0.23,"0.02130"
"39","GO:0032981","mitochondrial respiratory chain complex ...",9,2,0.23,"0.02130"
"40","GO:0046835","carbohydrate phosphorylation",9,2,0.23,"0.02130"
"41","GO:0010257","NADH dehydrogenase complex assembly",9,2,0.23,"0.02130"
"42","GO:0098655","cation transmembrane transport",215,11,5.57,"0.02310"
"43","GO:0009142","nucleoside triphosphate biosynthetic pro...",43,4,1.11,"0.02440"
"44","GO:0007602","phototransduction",43,4,1.11,"0.02440"
"45","GO:0060294","cilium movement involved in cell motilit...",26,7,0.67,"0.02494"
"46","GO:0048255","mRNA stabilization",1,1,0.03,"0.02591"
"47","GO:0035045","sperm plasma membrane disassembly",1,1,0.03,"0.02591"
"48","GO:0003351","epithelial cilium movement involved in e...",1,1,0.03,"0.02591"
"49","GO:0071332","cellular response to fructose stimulus",1,1,0.03,"0.02591"
"50","GO:0051039","positive regulation of transcription inv...",1,1,0.03,"0.02591"
"51","GO:1902373","negative regulation of mRNA catabolic pr...",1,1,0.03,"0.02591"
"52","GO:0009750","response to fructose",1,1,0.03,"0.02591"
"53","GO:0050910","detection of mechanical stimulus involve...",1,1,0.03,"0.02591"
"54","GO:0060287","epithelial cilium movement involved in d...",1,1,0.03,"0.02591"
"55","GO:0018095","protein polyglutamylation",1,1,0.03,"0.02591"
"56","GO:1905349","ciliary transition zone assembly",1,1,0.03,"0.02591"
"57","GO:0034606","response to hermaphrodite contact",1,1,0.03,"0.02591"
"58","GO:0034608","vulval location",1,1,0.03,"0.02591"
"59","GO:0032098","regulation of appetite",1,1,0.03,"0.02591"
"60","GO:0070935","3'-UTR-mediated mRNA stabilization",1,1,0.03,"0.02591"
"61","GO:1902176","negative regulation of oxidative stress-...",1,1,0.03,"0.02591"
"62","GO:0006891","intra-Golgi vesicle-mediated transport",26,3,0.67,"0.02864"
"63","GO:0009064","glutamine family amino acid metabolic pr...",26,3,0.67,"0.02864"
"64","GO:0044458","motile cilium assembly",11,2,0.28,"0.03145"
"65","GO:0035041","sperm DNA decondensation",11,2,0.28,"0.03145"
"66","GO:0007638","mechanosensory behavior",11,2,0.28,"0.03145"
"67","GO:0015800","acidic amino acid transport",11,2,0.28,"0.03145"
"68","GO:0043052","thermotaxis",11,2,0.28,"0.03145"
"69","GO:0045727","positive regulation of translation",27,3,0.7,"0.03163"
"70","GO:0045466","R7 cell differentiation",47,4,1.22,"0.03259"
"71","GO:0009583","detection of light stimulus",47,4,1.22,"0.03259"
"72","GO:0007605","sensory perception of sound",48,4,1.24,"0.03486"
"73","GO:0050832","defense response to fungus",48,4,1.24,"0.03486"
"74","GO:0035039","male pronucleus assembly",12,2,0.31,"0.03711"
"75","GO:0042866","pyruvate biosynthetic process",12,2,0.31,"0.03711"
"76","GO:0072524","pyridine-containing compound metabolic p...",29,3,0.75,"0.03806"
"77","GO:0071824","protein-DNA complex subunit organization",73,5,1.89,"0.04006"
"78","GO:0009581","detection of external stimulus",67,8,1.74,"0.04146"
"79","GO:0009582","detection of abiotic stimulus",67,8,1.74,"0.04146"
"80","GO:0050911","detection of chemical stimulus involved ...",13,2,0.34,"0.04313"
"81","GO:0018094","protein polyglycylation",13,2,0.34,"0.04313"
"82","GO:0006536","glutamate metabolic process",13,2,0.34,"0.04313"
"83","GO:0007619","courtship behavior",52,4,1.35,"0.04484"
"84","GO:0006812","cation transport",239,11,6.19,"0.04496"
"85","GO:0030716","oocyte fate determination",31,3,0.8,"0.04511"
"86","GO:0006120","mitochondrial electron transport, NADH t...",31,3,0.8,"0.04511"
"87","GO:0003341","cilium movement",39,8,1.01,"0.04620"
"88","GO:0098662","inorganic cation transmembrane transport",183,9,4.74,"0.04721"
"89","GO:0050906","detection of stimulus involved in sensor...",38,5,0.98,"0.04733"
"90","GO:0016545","male courtship behavior, veined wing vib...",14,2,0.36,"0.04948"
"91","GO:0006757","ATP generation from ADP",14,2,0.36,"0.04948"
"92","GO:0060078","regulation of postsynaptic membrane pote...",14,2,0.36,"0.04948"
"93","GO:0045433","male courtship behavior, veined wing gen...",14,2,0.36,"0.04948"
"94","GO:0006096","glycolytic process",14,2,0.36,"0.04948"
"95","GO:0048065","male courtship behavior, veined wing ext...",14,2,0.36,"0.04948"
"96","GO:0046460","neutral lipid biosynthetic process",14,2,0.36,"0.04948"
"97","GO:0046463","acylglycerol biosynthetic process",14,2,0.36,"0.04948"
"98","GO:0009620","response to fungus",54,4,1.4,"0.05037"
"99","GO:0061620","glycolytic process through glucose-6-pho...",2,1,0.05,"0.05115"
"100","GO:0061621","canonical glycolysis",2,1,0.05,"0.05115"
"101","GO:0000820","regulation of glutamine family amino aci...",2,1,0.05,"0.05115"
"102","GO:0016024","CDP-diacylglycerol biosynthetic process",2,1,0.05,"0.05115"
"103","GO:0032240","negative regulation of nucleobase-contai...",2,1,0.05,"0.05115"
"104","GO:0008315","G2/MI transition of meiotic cell cycle",2,1,0.05,"0.05115"
"105","GO:0042822","pyridoxal phosphate metabolic process",2,1,0.05,"0.05115"
"106","GO:0042823","pyridoxal phosphate biosynthetic process",2,1,0.05,"0.05115"
"107","GO:0071326","cellular response to monosaccharide stim...",2,1,0.05,"0.05115"
"108","GO:0042819","vitamin B6 biosynthetic process",2,1,0.05,"0.05115"
"109","GO:0071331","cellular response to hexose stimulus",2,1,0.05,"0.05115"
"110","GO:0051037","regulation of transcription involved in ...",2,1,0.05,"0.05115"
"111","GO:0006735","NADH regeneration",2,1,0.05,"0.05115"
"112","GO:0061718","glucose catabolic process to pyruvate",2,1,0.05,"0.05115"
"113","GO:1902369","negative regulation of RNA catabolic pro...",2,1,0.05,"0.05115"
"114","GO:0060042","retina morphogenesis in camera-type eye",2,1,0.05,"0.05115"
"115","GO:0006858","extracellular transport",2,1,0.05,"0.05115"
"116","GO:0030397","membrane disassembly",2,1,0.05,"0.05115"
"117","GO:0042670","retinal cone cell differentiation",2,1,0.05,"0.05115"
"118","GO:0048593","camera-type eye morphogenesis",2,1,0.05,"0.05115"
"119","GO:0060219","camera-type eye photoreceptor cell diffe...",2,1,0.05,"0.05115"
"120","GO:0006521","regulation of cellular amino acid metabo...",2,1,0.05,"0.05115"
"121","GO:0043489","RNA stabilization",2,1,0.05,"0.05115"
"122","GO:2000211","regulation of glutamate metabolic proces...",2,1,0.05,"0.05115"
"123","GO:0006533","aspartate catabolic process",2,1,0.05,"0.05115"
"124","GO:0046341","CDP-diacylglycerol metabolic process",2,1,0.05,"0.05115"
"125","GO:0034214","protein hexamerization",2,1,0.05,"0.05115"
"126","GO:2000766","negative regulation of cytoplasmic trans...",2,1,0.05,"0.05115"
"127","GO:0042391","regulation of membrane potential",55,4,1.42,"0.05328"
