"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0003341","cilium movement",38,16,1.51,1e-08
"2","GO:0030317","flagellated sperm motility",24,8,0.95,2.3e-06
"3","GO:0007618","mating",75,13,2.97,6e-06
"4","GO:0050982","detection of mechanical stimulus",16,6,0.63,2.1e-05
"5","GO:0060271","cilium assembly",67,19,2.66,2.6e-05
"6","GO:0007605","sensory perception of sound",47,9,1.86,7.5e-05
"7","GO:0018094","protein polyglycylation",13,5,0.52,9.3e-05
"8","GO:0036159","inner dynein arm assembly",4,3,0.16,0.00024
"9","GO:0046034","ATP metabolic process",109,13,4.32,0.00034
"10","GO:0046692","sperm competition",17,5,0.67,0.00039
"11","GO:0009167","purine ribonucleoside monophosphate meta...",112,13,4.44,0.00044
"12","GO:0007638","mechanosensory behavior",11,4,0.44,0.00064
"13","GO:0006123","mitochondrial electron transport, cytoch...",11,4,0.44,0.00064
"14","GO:0060285","cilium-dependent cell motility",30,11,1.19,0.00102
"15","GO:0071260","cellular response to mechanical stimulus",6,3,0.24,0.00113
"16","GO:0035082","axoneme assembly",24,10,0.95,0.00118
"17","GO:0060179","male mating behavior",44,7,1.75,0.00153
"18","GO:0071331","cellular response to hexose stimulus",2,2,0.08,0.00157
"19","GO:0070286","axonemal dynein complex assembly",11,6,0.44,0.00184
"20","GO:0006730","one-carbon metabolic process",8,3,0.32,0.00297
"21","GO:0007602","phototransduction",38,6,1.51,0.00346
"22","GO:0071266","'de novo' L-methionine biosynthetic proc...",3,2,0.12,0.00457
"23","GO:0019343","cysteine biosynthetic process via cystat...",3,2,0.12,0.00457
"24","GO:0019346","transsulfuration",3,2,0.12,0.00457
"25","GO:0007054","spindle assembly involved in male meiosi...",3,2,0.12,0.00457
"26","GO:0001678","cellular glucose homeostasis",3,2,0.12,0.00457
"27","GO:0015800","acidic amino acid transport",10,3,0.4,0.006
"28","GO:1902600","proton transmembrane transport",72,8,2.86,0.00724
"29","GO:0045454","cell redox homeostasis",11,3,0.44,0.00802
"30","GO:0033108","mitochondrial respiratory chain complex ...",21,4,0.83,0.00846
"31","GO:0006165","nucleoside diphosphate phosphorylation",21,4,0.83,0.00846
"32","GO:0010996","response to auditory stimulus",4,2,0.16,0.00891
"33","GO:0035092","sperm DNA condensation",4,2,0.16,0.00891
"34","GO:0050832","defense response to fungus",47,6,1.86,0.01001
"35","GO:0015807","L-amino acid transport",22,4,0.87,0.01003
"36","GO:1902475","L-alpha-amino acid transmembrane transpo...",22,4,0.87,0.01003
"37","GO:0046693","sperm storage",12,3,0.48,0.01038
"38","GO:0042593","glucose homeostasis",26,6,1.03,0.01143
"39","GO:0045433","male courtship behavior, veined wing gen...",13,3,0.52,0.0131
"40","GO:0016545","male courtship behavior, veined wing vib...",13,3,0.52,0.0131
"41","GO:0048065","male courtship behavior, veined wing ext...",13,3,0.52,0.0131
