"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0046034","ATP metabolic process",109,11,2.72,"7.3e-05"
"2","GO:0009167","purine ribonucleoside monophosphate meta...",112,11,2.79,"9.4e-05"
"3","GO:0035082","axoneme assembly",26,5,0.65,"0.00038"
"4","GO:0030317","flagellated sperm motility",26,5,0.65,"0.00038"
"5","GO:0060271","cilium assembly",70,13,1.74,"0.00071"
"6","GO:1905515","non-motile cilium assembly",18,4,0.45,"0.00086"
"7","GO:0006165","nucleoside diphosphate phosphorylation",21,4,0.52,"0.00159"
"8","GO:0006123","mitochondrial electron transport, cytoch...",10,3,0.25,"0.00160"
"9","GO:0003407","neural retina development",3,2,0.07,"0.00182"
"10","GO:0071266","'de novo' L-methionine biosynthetic proc...",3,2,0.07,"0.00182"
"11","GO:0019343","cysteine biosynthetic process via cystat...",3,2,0.07,"0.00182"
"12","GO:0019346","transsulfuration",3,2,0.07,"0.00182"
"13","GO:0009581","detection of external stimulus",61,6,1.52,"0.00386"
"14","GO:0009582","detection of abiotic stimulus",61,6,1.52,"0.00386"
"15","GO:0009142","nucleoside triphosphate biosynthetic pro...",43,5,1.07,"0.00401"
"16","GO:0060285","cilium-dependent cell motility",31,7,0.77,"0.00551"
"17","GO:0018200","peptidyl-glutamic acid modification",16,3,0.4,"0.00668"
"18","GO:0007600","sensory perception",139,9,3.46,"0.00753"
"19","GO:0006750","glutathione biosynthetic process",6,2,0.15,"0.00865"
"20","GO:1902600","proton transmembrane transport",72,6,1.79,"0.00870"
"21","GO:0007617","mating behavior",72,6,1.79,"0.00870"
"22","GO:0007618","mating",72,6,1.79,"0.00870"
"23","GO:0072525","pyridine-containing compound biosyntheti...",18,3,0.45,"0.00938"
"24","GO:0006754","ATP biosynthetic process",36,4,0.9,"0.01170"
"25","GO:0007286","spermatid development",78,6,1.94,"0.01267"
"26","GO:0009145","purine nucleoside triphosphate biosynthe...",38,4,0.95,"0.01412"
"27","GO:0007602","phototransduction",38,4,0.95,"0.01412"
"28","GO:0009206","purine ribonucleoside triphosphate biosy...",38,4,0.95,"0.01412"
"29","GO:0099111","microtubule-based transport",58,5,1.44,"0.01420"
"30","GO:0009201","ribonucleoside triphosphate biosynthetic...",39,4,0.97,"0.01543"
"31","GO:0007283","spermatogenesis",185,10,4.61,"0.01655"
"32","GO:0060179","male mating behavior",40,4,1,"0.01683"
"33","GO:0048515","spermatid differentiation",85,6,2.12,"0.01875"
"34","GO:0051260","protein homooligomerization",9,2,0.22,"0.01977"
"35","GO:0046835","carbohydrate phosphorylation",9,2,0.22,"0.01977"
"36","GO:0043052","thermotaxis",9,2,0.22,"0.01977"
"37","GO:0009168","purine ribonucleoside monophosphate bios...",42,4,1.05,"0.01984"
"38","GO:0009127","purine nucleoside monophosphate biosynth...",42,4,1.05,"0.01984"
"39","GO:0009583","detection of light stimulus",42,4,1.05,"0.01984"
"40","GO:0007018","microtubule-based movement",118,11,2.94,"0.02310"
"41","GO:0007291","sperm individualization",44,4,1.1,"0.02316"
