"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0003341","cilium movement",39,3,0.16,"0.00054"
"2","GO:0007605","sensory perception of sound",47,3,0.2,"0.00093"
"3","GO:0046034","ATP metabolic process",110,4,0.46,"0.00102"
"4","GO:0009167","purine ribonucleoside monophosphate meta...",112,4,0.47,"0.00109"
"5","GO:0018094","protein polyglycylation",13,2,0.05,"0.00128"
"6","GO:0060271","cilium assembly",74,3,0.31,"0.00346"
"7","GO:0070498","interleukin-1-mediated signaling pathway",1,1,0,"0.00420"
"8","GO:0043123","positive regulation of I-kappaB kinase/N...",1,1,0,"0.00420"
"9","GO:0007595","lactation",1,1,0,"0.00420"
"10","GO:0070935","3'-UTR-mediated mRNA stabilization",1,1,0,"0.00420"
"11","GO:0070423","nucleotide-binding oligomerization domai...",1,1,0,"0.00420"
"12","GO:0071333","cellular response to glucose stimulus",1,1,0,"0.00420"
"13","GO:0035364","thymine transport",1,1,0,"0.00420"
"14","GO:0015862","uridine transport",1,1,0,"0.00420"
"15","GO:0015853","adenine transport",1,1,0,"0.00420"
"16","GO:0035344","hypoxanthine transport",1,1,0,"0.00420"
"17","GO:0050852","T cell receptor signaling pathway",1,1,0,"0.00420"
"18","GO:0006120","mitochondrial electron transport, NADH t...",31,2,0.13,"0.00728"
"19","GO:2000008","regulation of protein localization to ce...",2,1,0.01,"0.00837"
"20","GO:0015742","alpha-ketoglutarate transport",2,1,0.01,"0.00837"
"21","GO:0042670","retinal cone cell differentiation",2,1,0.01,"0.00837"
"22","GO:0045739","positive regulation of DNA repair",2,1,0.01,"0.00837"
"23","GO:0015854","guanine transport",2,1,0.01,"0.00837"
"24","GO:0050709","negative regulation of protein secretion",2,1,0.01,"0.00837"
"25","GO:0032240","negative regulation of nucleobase-contai...",2,1,0.01,"0.00837"
"26","GO:0043456","regulation of pentose-phosphate shunt",2,1,0.01,"0.00837"
"27","GO:0008315","G2/MI transition of meiotic cell cycle",2,1,0.01,"0.00837"
"28","GO:0090410","malonate catabolic process",2,1,0.01,"0.00837"
"29","GO:0033182","regulation of histone ubiquitination",2,1,0.01,"0.00837"
"30","GO:0015743","malate transport",3,1,0.01,"0.01254"
"31","GO:0071423","malate transmembrane transport",3,1,0.01,"0.01254"
"32","GO:0000729","DNA double-strand break processing",4,1,0.02,"0.01668"
"33","GO:0070534","protein K63-linked ubiquitination",4,1,0.02,"0.01668"
"34","GO:1990255","subsynaptic reticulum organization",4,1,0.02,"0.01668"
"35","GO:0010996","response to auditory stimulus",4,1,0.02,"0.01668"
"36","GO:0045948","positive regulation of translational ini...",4,1,0.02,"0.01668"
"37","GO:0006094","gluconeogenesis",5,1,0.02,"0.02081"
"38","GO:0051092","positive regulation of NF-kappaB transcr...",5,1,0.02,"0.02081"
"39","GO:0019319","hexose biosynthetic process",5,1,0.02,"0.02081"
"40","GO:0006303","double-strand break repair via nonhomolo...",5,1,0.02,"0.02081"
"41","GO:0072330","monocarboxylic acid biosynthetic process",55,2,0.23,"0.02188"
"42","GO:0002792","negative regulation of peptide secretion",6,1,0.03,"0.02492"
"43","GO:0051443","positive regulation of ubiquitin-protein...",6,1,0.03,"0.02492"
