geneID,sig_DE
gene-193392,1
gene-31203,1
gene-198922,1
gene-285792,1
gene-163988,1
gene-125470,1
gene-89397,1
gene-300888,1
gene-39079,1
gene-355067,1
gene-285316,1
gene-303012,1
gene-396148,1
gene-326347,1
gene-157744,1
gene-31907,1
gene-259401,1
gene-179836,1
gene-249784,1
gene-79002,1
gene-177267,1
gene-259706,1
gene-141624,1
gene-304002,1
gene-17915,1
gene-145538,1
gene-147885,1
gene-22771,1
gene-285922,1
gene-331515,1
gene-21552,1
gene-308117,1
gene-183629,1
gene-39698,1
gene-95842,1
gene-241985,1
gene-187157,1
gene-46811,1
gene-26135,1
gene-50706,1
gene-133498,1
gene-152552,1
gene-53026,1
gene-92883,1
gene-328642,1
gene-277647,1
gene-51064,1
gene-27654,1
gene-348472,1
gene-132117,1
gene-38083,1
gene-199539,1
gene-327631,1
gene-156891,1
gene-41369,1
gene-302737,1
gene-333573,1
gene-190490,1
gene-306260,1
gene-187747,1
gene-163028,1
gene-99832,1
gene-399571,1
gene-377626,1
gene-404655,1
gene-213663,1
gene-189745,1
gene-275883,1
gene-126153,1
gene-79630,1
gene-185524,1
gene-29902,1
gene-280993,1
gene-145387,1
gene-114185,1
gene-184749,1
gene-186909,1
gene-166071,1
gene-358511,1
gene-33226,1
gene-334636,1
gene-60444,1
gene-131635,1
gene-360840,1
gene-329863,1
gene-340742,1
gene-10049,1
gene-67362,1
gene-194412,1
gene-160999,1
gene-170101,1
gene-175431,1
gene-151619,1
gene-116474,1
gene-270837,1
gene-9388,1
gene-295673,1
gene-233784,1
gene-286539,1
gene-59359,1
gene-153074,1
gene-430140,1
gene-238229,1
gene-287217,1
gene-97398,1
gene-176614,1
gene-233537,1
gene-32615,1
gene-76361,1
gene-422274,1
gene-214212,1
gene-64072,1
gene-164026,1
gene-41383,1
gene-119278,1
gene-272210,1
gene-179514,1
gene-78265,1
gene-400657,1
gene-181319,1
gene-153056,1
gene-121573,1
gene-78601,1
gene-27484,1
gene-32245,1
gene-225876,1
gene-363160,1
gene-335727,1
gene-76715,1
gene-356770,1
gene-175843,1
gene-183342,1
gene-423178,1
gene-213608,1
gene-268342,1
gene-118220,1
gene-146107,1
gene-198946,1
gene-362876,1
gene-204245,1
gene-280975,1
gene-330657,1
gene-290343,1
gene-377320,1
gene-409357,1
gene-168137,1
gene-147823,1
gene-415190,1
gene-47360,1
gene-294758,1
gene-141548,1
gene-53242,1
gene-53281,1
gene-55294,1
gene-171856,1
gene-364225,1
gene-188385,1
gene-357898,1
gene-20302,1
gene-196757,1
gene-114074,1
gene-358996,1
gene-233799,1
gene-172049,1
gene-243159,1
gene-29269,1
