"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0003341","cilium movement",39,20,2.39,"4.2e-10"
"2","GO:0030317","flagellated sperm motility",25,10,1.53,"9.5e-07"
"3","GO:0060271","cilium assembly",74,24,4.54,"2.8e-06"
"4","GO:0018094","protein polyglycylation",13,7,0.8,"3.8e-06"
"5","GO:0060285","cilium-dependent cell motility",31,15,1.9,"4.3e-06"
"6","GO:0007605","sensory perception of sound",47,12,2.88,"1.7e-05"
"7","GO:0046034","ATP metabolic process",110,17,6.75,"0.00034"
"8","GO:0050982","detection of mechanical stimulus",17,6,1.04,"0.00035"
"9","GO:0009167","purine ribonucleoside monophosphate meta...",112,17,6.87,"0.00042"
"10","GO:0036158","outer dynein arm assembly",7,4,0.43,"0.00042"
"11","GO:0036159","inner dynein arm assembly",4,3,0.25,"0.00087"
"12","GO:0006165","nucleoside diphosphate phosphorylation",21,6,1.29,"0.00126"
"13","GO:0035082","axoneme assembly",26,11,1.6,"0.00196"
"14","GO:0006123","mitochondrial electron transport, cytoch...",11,4,0.68,"0.00326"
"15","GO:1902176","negative regulation of oxidative stress-...",2,2,0.12,"0.00376"
"16","GO:0098655","cation transmembrane transport",221,24,13.56,"0.00421"
"17","GO:0031146","SCF-dependent proteasomal ubiquitin-depe...",35,7,2.15,"0.00465"
"18","GO:0046692","sperm competition",19,5,1.17,"0.00480"
"19","GO:0007618","mating",86,12,5.28,"0.00586"
"20","GO:0006839","mitochondrial transport",87,12,5.34,"0.00643"
"21","GO:0071260","cellular response to mechanical stimulus",7,3,0.43,"0.00666"
"22","GO:0071265","L-methionine biosynthetic process",7,3,0.43,"0.00666"
"23","GO:0050832","defense response to fungus",48,8,2.95,"0.00807"
"24","GO:0060078","regulation of postsynaptic membrane pote...",14,4,0.86,"0.00853"
"25","GO:0033108","mitochondrial respiratory chain complex ...",22,5,1.35,"0.00935"
"26","GO:1902475","L-alpha-amino acid transmembrane transpo...",22,5,1.35,"0.00935"
"27","GO:0015807","L-amino acid transport",22,5,1.35,"0.00935"
"28","GO:0006730","one-carbon metabolic process",8,3,0.49,"0.01018"
"29","GO:0071322","cellular response to carbohydrate stimul...",8,3,0.49,"0.01018"
"30","GO:0060041","retina development in camera-type eye",3,2,0.18,"0.01081"
"31","GO:0001678","cellular glucose homeostasis",3,2,0.18,"0.01081"
"32","GO:0071266","'de novo' L-methionine biosynthetic proc...",3,2,0.18,"0.01081"
"33","GO:0019343","cysteine biosynthetic process via cystat...",3,2,0.18,"0.01081"
"34","GO:0019344","cysteine biosynthetic process",3,2,0.18,"0.01081"
"35","GO:0019346","transsulfuration",3,2,0.18,"0.01081"
"36","GO:0009092","homoserine metabolic process",3,2,0.18,"0.01081"
"37","GO:0003407","neural retina development",3,2,0.18,"0.01081"
