"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0046034","ATP metabolic process",111,57,23.14,"2.4e-08"
"2","GO:0009167","purine ribonucleoside monophosphate meta...",113,59,23.56,"8.5e-08"
"3","GO:0009168","purine ribonucleoside monophosphate bios...",41,24,8.55,"1.4e-07"
"4","GO:0006099","tricarboxylic acid cycle",34,20,7.09,"1.4e-06"
"5","GO:0006101","citrate metabolic process",34,20,7.09,"1.4e-06"
"6","GO:0003341","cilium movement",39,23,8.13,"5.7e-06"
"7","GO:0042866","pyruvate biosynthetic process",12,10,2.5,"6.5e-06"
"8","GO:0016999","antibiotic metabolic process",55,25,11.47,"3.4e-05"
"9","GO:0060285","cilium-dependent cell motility",31,18,6.46,"7.8e-05"
"10","GO:0006754","ATP biosynthetic process",36,20,7.5,"0.00011"
"11","GO:0006120","mitochondrial electron transport, NADH t...",31,16,6.46,"0.00014"
"12","GO:0009166","nucleotide catabolic process",15,10,3.13,"0.00016"
"13","GO:0060271","cilium assembly",70,35,14.59,"0.00018"
"14","GO:0007020","microtubule nucleation",13,9,2.71,"0.00023"
"15","GO:0007094","mitotic spindle assembly checkpoint sign...",11,8,2.29,"0.00031"
"16","GO:0019359","nicotinamide nucleotide biosynthetic pro...",16,10,3.34,"0.00035"
"17","GO:0006551","leucine metabolic process",5,5,1.04,"0.00039"
"18","GO:0006839","mitochondrial transport",87,32,18.14,"0.00042"
"19","GO:0006122","mitochondrial electron transport, ubiqui...",12,8,2.5,"0.00077"
"20","GO:0046395","carboxylic acid catabolic process",59,25,12.3,"0.00116"
"21","GO:0045132","meiotic chromosome segregation",36,16,7.5,"0.00119"
"22","GO:0006006","glucose metabolic process",23,14,4.79,"0.00123"
"23","GO:0034404","nucleobase-containing small molecule bio...",30,14,6.25,"0.00134"
"24","GO:0010457","centriole-centriole cohesion",4,4,0.83,"0.00188"
"25","GO:0030317","flagellated sperm motility",25,12,5.21,"0.00219"
"26","GO:0006096","glycolytic process",14,10,2.92,"0.00248"
"27","GO:0009744","response to sucrose",11,7,2.29,"0.00251"
"28","GO:0070286","axonemal dynein complex assembly",11,7,2.29,"0.00251"
"29","GO:0051306","mitotic sister chromatid separation",25,16,5.21,"0.00302"
"30","GO:0051298","centrosome duplication",29,13,6.05,"0.00310"
"31","GO:0019646","aerobic electron transport chain",60,33,12.51,"0.00312"
"32","GO:0042593","glucose homeostasis",26,12,5.42,"0.00331"
"33","GO:0042133","neurotransmitter metabolic process",17,9,3.54,"0.00343"
