"","GO.ID","Term","Annotated","Significant","Expected","classicFisher"
"1","GO:0006839","mitochondrial transport",82,3,0.22,"0.0011"
"2","GO:0006090","pyruvate metabolic process",24,2,0.06,"0.0017"
"3","GO:0006635","fatty acid beta-oxidation",24,2,0.06,"0.0017"
"4","GO:0006532","aspartate biosynthetic process",1,1,0,"0.0026"
"5","GO:0060570","negative regulation of peptide hormone p...",1,1,0,"0.0026"
"6","GO:1902616","acyl carnitine transmembrane transport",1,1,0,"0.0026"
"7","GO:0007005","mitochondrion organization",134,3,0.35,"0.0047"
"8","GO:0032438","melanosome organization",2,1,0.01,"0.0053"
"9","GO:0006850","mitochondrial pyruvate transmembrane tra...",2,1,0.01,"0.0053"
"10","GO:0006856","eye pigment precursor transport",2,1,0.01,"0.0053"
"11","GO:0006537","glutamate biosynthetic process",5,1,0.01,"0.0131"
"12","GO:0033539","fatty acid beta-oxidation using acyl-CoA...",5,1,0.01,"0.0131"
"13","GO:0072488","ammonium transmembrane transport",6,1,0.02,"0.0157"
"14","GO:0006627","protein processing involved in protein t...",6,1,0.02,"0.0157"
"15","GO:0034982","mitochondrial protein processing",6,1,0.02,"0.0157"
"16","GO:0016201","synaptic target inhibition",7,1,0.02,"0.0183"
"17","GO:0010466","negative regulation of peptidase activit...",8,1,0.02,"0.0209"
"18","GO:0010951","negative regulation of endopeptidase act...",8,1,0.02,"0.0209"
"19","GO:0006515","protein quality control for misfolded or...",8,1,0.02,"0.0209"
"20","GO:0034644","cellular response to UV",9,1,0.02,"0.0235"
"21","GO:0008057","eye pigment granule organization",9,1,0.02,"0.0235"
"22","GO:0015695","organic cation transport",10,1,0.03,"0.0261"
"23","GO:0006536","glutamate metabolic process",11,1,0.03,"0.0286"
"24","GO:0050919","negative chemotaxis",12,1,0.03,"0.0312"
"25","GO:0009084","glutamine family amino acid biosynthetic...",12,1,0.03,"0.0312"
"26","GO:0006727","ommochrome biosynthetic process",14,1,0.04,"0.0363"
"27","GO:0046152","ommochrome metabolic process",14,1,0.04,"0.0363"
"28","GO:0046158","ocellus pigment metabolic process",14,1,0.04,"0.0363"
"29","GO:0008055","ocellus pigment biosynthetic process",14,1,0.04,"0.0363"
"30","GO:0033060","ocellus pigmentation",14,1,0.04,"0.0363"
"31","GO:0048072","compound eye pigmentation",15,1,0.04,"0.0389"
"32","GO:0051346","negative regulation of hydrolase activit...",18,1,0.05,"0.0465"
"33","GO:0009411","response to UV",22,1,0.06,"0.0565"
"34","GO:0009064","glutamine family amino acid metabolic pr...",23,1,0.06,"0.0590"
"35","GO:0008039","synaptic target recognition",27,1,0.07,"0.0689"
"36","GO:0006726","eye pigment biosynthetic process",28,1,0.07,"0.0714"
"37","GO:0071482","cellular response to light stimulus",29,1,0.08,"0.0739"
"38","GO:0042441","eye pigment metabolic process",29,1,0.08,"0.0739"
"39","GO:0043474","pigment metabolic process involved in pi...",29,1,0.08,"0.0739"
"40","GO:0043324","pigment metabolic process involved in de...",29,1,0.08,"0.0739"
"41","GO:0010883","regulation of lipid storage",30,1,0.08,"0.0763"
"42","GO:0032482","Rab protein signal transduction",31,1,0.08,"0.0788"
"43","GO:0044550","secondary metabolite biosynthetic proces...",31,1,0.08,"0.0788"
"44","GO:0052548","regulation of endopeptidase activity",34,1,0.09,"0.0861"
"45","GO:0006626","protein targeting to mitochondrion",34,1,0.09,"0.0861"
"46","GO:0070585","protein localization to mitochondrion",35,1,0.09,"0.0885"
"47","GO:1901214","regulation of neuron death",35,1,0.09,"0.0885"
"48","GO:0072655","establishment of protein localization to...",35,1,0.09,"0.0885"
"49","GO:0009894","regulation of catabolic process",194,2,0.51,"0.0906"
"50","GO:0052547","regulation of peptidase activity",37,1,0.1,"0.0933"
"51","GO:1905952","regulation of lipid localization",37,1,0.1,"0.0933"
"52","GO:0070997","neuron death",37,1,0.1,"0.0933"
"53","GO:0048069","eye pigmentation",37,1,0.1,"0.0933"
"54","GO:0003333","amino acid transmembrane transport",38,1,0.1,"0.0958"
"55","GO:0071478","cellular response to radiation",39,1,0.1,"0.0982"
"56","GO:0006633","fatty acid biosynthetic process",40,1,0.11,"0.1005"
"57","GO:0006865","amino acid transport",41,1,0.11,"0.1029"
"58","GO:0019915","lipid storage",43,1,0.11,"0.1077"
"59","GO:0016485","protein processing",50,2,0.13,"0.1137"
"60","GO:0071214","cellular response to abiotic stimulus",46,1,0.12,"0.1148"
"61","GO:0104004","cellular response to environmental stimu...",46,1,0.12,"0.1148"
"62","GO:0045732","positive regulation of protein catabolic...",48,1,0.13,"0.1195"
"63","GO:0008045","motor neuron axon guidance",48,1,0.13,"0.1195"
"64","GO:0072330","monocarboxylic acid biosynthetic process",50,1,0.13,"0.1242"
"65","GO:0046148","pigment biosynthetic process",51,1,0.13,"0.1265"
"66","GO:0043086","negative regulation of catalytic activit...",52,1,0.14,"0.1288"
"67","GO:0048190","wing disc dorsal/ventral pattern formati...",55,1,0.14,"0.1358"
"68","GO:0008284","positive regulation of cell population p...",56,1,0.15,"0.1381"
"69","GO:0007450","dorsal/ventral pattern formation, imagin...",58,1,0.15,"0.1427"
"70","GO:0042176","regulation of protein catabolic process",58,1,0.15,"0.1427"
"71","GO:0051604","protein maturation",69,2,0.18,"0.1544"
"72","GO:1903825","organic acid transmembrane transport",72,2,0.19,"0.1586"
"73","GO:1905039","carboxylic acid transmembrane transport",72,2,0.19,"0.1586"
"74","GO:0006605","protein targeting",68,1,0.18,"0.1653"
"75","GO:0044092","negative regulation of molecular functio...",69,1,0.18,"0.1675"
"76","GO:0035222","wing disc pattern formation",72,1,0.19,"0.1741"
